Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,"Urform stammen,",Urform stammen,4748,4763,1.11,2,NO_ANNOT,,,NoMatch,,,,,,,,
1,Osborn glau,Osborn glau,5641,5652,,2,NO_ANNOT,,,NoMatch,,,,,,,,
2,Protoconus,Protoconus,5696,5706,5.93,1,NO_ANNOT,,,Exact,0,"Protoconus W. Yu, 1979",Protoconus,7PDL7,1,Catalogue of Life,
3,Arvicola,Arvicola,6469,6477,5.51,1,NO_ANNOT,,,Exact,0,"Arvicola Lacépède, 1799",Arvicola,33J7,1,Catalogue of Life,
4,"Arvicola,",Arvicola,7152,7161,5.51,1,NO_ANNOT,,,Exact,0,"Arvicola Lacépède, 1799",Arvicola,33J7,1,Catalogue of Life,
5,Arvicula,Arvicula,9049,9057,4.84,1,NO_ANNOT,,,Exact,0,Arvicula,Arvicula,413076,183,Sherborn Index Animalium,
6,Triassic,Triassic,10051,10059,1.80,1,NO_ANNOT,,,Exact,0,Triassic Kuhn 1960,Triassic,2682189,168,ION,
7,Arvicola,Arvicola,12561,12569,5.51,1,NO_ANNOT,,,Exact,0,"Arvicola Lacépède, 1799",Arvicola,33J7,1,Catalogue of Life,
8,Arvicola,Arvicola,12782,12790,5.51,1,NO_ANNOT,,,Exact,0,"Arvicola Lacépède, 1799",Arvicola,33J7,1,Catalogue of Life,
9,"Castoroides,",Castoroides,13800,13812,5.22,1,NO_ANNOT,,,Exact,0,"Castoroides Foster, 1838",Castoroides,241267,2,Wikispecies,
10,Dasyurus.,Dasyurus,18279,18288,5.26,1,NO_ANNOT,,,Exact,0,"Dasyurus É. Geoffroy Saint-Hilaire, 1796",Dasyurus,425X,1,Catalogue of Life,
11,Triassic,Triassic,18609,18617,1.80,1,NO_ANNOT,,,Exact,0,Triassic Kuhn 1960,Triassic,2682189,168,ION,
12,Protogonia,Protogonia,22031,22041,4.20,1,NO_ANNOT,,,Exact,0,"Protogonia Townsend, 1912",Protogonia,urn:lsid:irmng.org:taxname:1401088,181,IRMNG,
13,Phenacodus.,Phenacodus,22046,22057,5.13,1,NO_ANNOT,,,Exact,0,"Phenacodus Cope, 1873",Phenacodus,urn:lsid:irmng.org:taxname:1351110,181,IRMNG,
