Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,"RICA,",Rica,62,67,1.99,1,NO_ANNOT,,,NoMatch,,,,,,,,
1,Trachypterus,Trachypterus,934,946,5.96,1,NO_ANNOT,,,Exact,0,"Trachypterus Bloch and Schneider, 1801",Trachypterus,615904,3,ITIS,
2,Scoliodon,Scoliodon,1860,1869,4.18,1,NO_ANNOT,,,Exact,0,Scoliodon,Scoliodon,6455T,1,Catalogue of Life,
3,Sphyrua zygaena,Sphyrua zygaena,1909,1924,2.99,2,NO_ANNOT,,,Fuzzy,1,"Sphyrna zygaena (Linnaeus, 1758)",Sphyrna zygaena,4Z2QW,1,Catalogue of Life,
4,Carcharias littoralis,Carcharias littoralis,2093,2114,13.08,2,NO_ANNOT,,,Exact,0,Carcharias littoralis,Carcharias littoralis,235974,183,Sherborn Index Animalium,
5,Ginglijmostoma cirratum,Ginglijmostoma cirratum,2178,2201,6.87,2,NO_ANNOT,,,Fuzzy,1,"Ginglimostoma cirratum (Bonnaterre, 1788)",Ginglimostoma cirratum,3G39Y,1,Catalogue of Life,
6,"Galeocerdo tigrinus,",Galeocerdo tigrinus,2206,2226,10.84,2,NO_ANNOT,,,Exact,0,"Galeocerdo tigrinus Müller & Henle, 1839",Galeocerdo tigrinus,3F3KY,1,Catalogue of Life,
7,Rhineodon,Rhineodon,2353,2362,4.18,1,NO_ANNOT,,,Exact,0,"Rhineodon Swainson, 1839",Rhineodon,urn:lsid:irmng.org:taxname:1423286,181,IRMNG,
8,Pristis pectinatus,Pristis pectinatus,2550,2568,13.23,2,NO_ANNOT,,,Exact,0,"Pristis pectinatus Latham, 1794",Pristis pectinatus,4MK2R,1,Catalogue of Life,
9,Lepisosteus osseus,Lepisosteus osseus,2778,2796,12.26,2,NO_ANNOT,,,Exact,0,"Lepisosteus osseus (Linnaeus, 1758)",Lepisosteus osseus,3TFQF,1,Catalogue of Life,
10,"Amiatus calvus,",Amiatus calvus,2972,2987,10.58,2,NO_ANNOT,,,PartialExact,0,"Amiatus Rafinesque, 1815",Amiatus,urn:lsid:irmng.org:taxname:1385950,181,IRMNG,
11,Tarpon atlanticus,Tarpon atlanticus,3008,3025,8.76,2,NO_ANNOT,,,Exact,0,"Tarpon atlanticus (Valenciennes, 1847)",Tarpon atlanticus,54XWH,1,Catalogue of Life,
12,EIops saurus,Eiops saurus,5675,5687,3.57,2,NO_ANNOT,,,Fuzzy,1,"Elops saurus Linnaeus, 1766",Elops saurus,6F549,1,Catalogue of Life,
13,Pomolobus,Pomolobus,5798,5807,4.48,1,NO_ANNOT,,,Exact,0,"Pomolobus Rafinesque, 1820",Pomolobus,161780,3,ITIS,
14,Alosa sapidissima,Alosa sapidissima,5827,5844,11.06,2,NO_ANNOT,,,Exact,0,"Alosa sapidissima (Wilson, 1811)",Alosa sapidissima,65WJV,1,Catalogue of Life,
15,Albula vulpes,Albula vulpes,5934,5947,9.94,2,NO_ANNOT,,,Exact,0,"Albula vulpes (Linnaeus, 1758)",Albula vulpes,65W5L,1,Catalogue of Life,
16,Harengula humeralis,Harengula humeralis,6035,6054,12.31,2,NO_ANNOT,,,Exact,0,"Harengula humeralis (Cuvier, 1829)",Harengula humeralis,3JQR2,1,Catalogue of Life,
17,Abramis crysoleucas,Abramis crysoleucas,6118,6137,10.16,2,NO_ANNOT,,,Exact,0,Abramis crysoleucas,Abramis crysoleucas,gn_93485,186,MCZbase,
18,Erimyzon sucetta,Erimyzon sucetta,6183,6199,7.59,2,NO_ANNOT,,,Exact,0,"Erimyzon sucetta (Lacepède, 1803)",Erimyzon sucetta,6GPKK,1,Catalogue of Life,
19,Dorosoma cepedianum,Dorosoma cepedianum,6224,6243,12.19,2,NO_ANNOT,,,Exact,0,"Dorosoma cepedianum (Lesueur, 1818)",Dorosoma cepedianum,6DGD5,1,Catalogue of Life,
20,Synodus foetens,Synodus foetens,6268,6283,10.62,2,NO_ANNOT,,,Exact,0,"Synodus foetens (Linnaeus, 1766)",Synodus foetens,7B9PJ,1,Catalogue of Life,
21,Ophichthus ocellatus,Ophichthus ocellatus,6308,6328,12.71,2,NO_ANNOT,,,Exact,0,"Ophichthus ocellatus () non Lesueur, 1825",Ophichthus ocellatus,49VJ6,1,Catalogue of Life,
22,Felichthys marinus,Felichthys marinus,6385,6403,12.38,2,NO_ANNOT,,,Exact,0,"Felichthys marinus (Mitchill, 1815)",Felichthys marinus,3DXH3,1,Catalogue of Life,
23,Galeichthys felis,Galeichthys felis,6495,6512,11.75,2,NO_ANNOT,,,Exact,0,"Galeichthys felis (Linnaeus, 1766)",Galeichthys felis,3F3FB,1,Catalogue of Life,
24,Ameiurus catus,Ameiurus catus,6546,6560,11.82,2,NO_ANNOT,,,Exact,0,"Ameiurus catus (Linnaeus, 1758)",Ameiurus catus,CQKB,1,Catalogue of Life,
25,Esox americanus,Esox americanus,6582,6597,9.44,2,NO_ANNOT,,,Exact,0,"Esox americanus Gmelin, 1789",Esox americanus,6H52H,1,Catalogue of Life,
26,Fundulus seminolis,Fundulus seminolis,6633,6651,13.05,2,NO_ANNOT,,,Exact,0,"Fundulus seminolis Girard, 1859",Fundulus seminolis,6JRGS,1,Catalogue of Life,
27,Lucania goodei,Lucania goodei,6673,6687,7.32,2,NO_ANNOT,,,Exact,0,"Lucania goodei Jordan, 1880",Lucania goodei,72PBS,1,Catalogue of Life,
28,Jordanella floridae,Jordanella floridae,6707,6726,12.02,2,NO_ANNOT,,,Exact,0,"Jordanella floridae Goode & Bean, 1879",Jordanella floridae,3QQRV,1,Catalogue of Life,
29,Gambusia holbrookii,Gambusia holbrookii,6821,6840,10.59,2,NO_ANNOT,,,Exact,0,"Gambusia holbrookii Girard, 1859",Gambusia holbrookii,3F7VQ,1,Catalogue of Life,
30,Heterandria formosa,Heterandria formosa,6891,6910,8.76,2,NO_ANNOT,,,Exact,0,"Heterandria formosa Girard, 1859",Heterandria formosa,6LQXY,1,Catalogue of Life,
31,Mollienisia latipinna,Mollienisia latipinna,6949,6970,10.30,2,NO_ANNOT,,,Exact,0,"Mollienisia latipinna Lesueur, 1821",Mollienisia latipinna,43VWK,1,Catalogue of Life,
32,Tylosurus notatus,Tylosurus notatus,6993,7010,7.32,2,NO_ANNOT,,,PartialExact,0,Tylosurus,Tylosurus,844Q,1,Catalogue of Life,
33,Tylosurus marinus,Tylosurus marinus,7042,7059,10.95,2,NO_ANNOT,,,Exact,0,"Tylosurus marinus (Walbaum, 1792)",Tylosurus marinus,645278,3,ITIS,
34,Labidesthes sicculus,Labidesthes sicculus,7087,7107,11.75,2,NO_ANNOT,,,Exact,0,"Labidesthes sicculus (Cope, 1865)",Labidesthes sicculus,6NQ9H,1,Catalogue of Life,
35,Mugil,Mugil,7127,7132,3.43,1,NO_ANNOT,,,Exact,0,Mugil,Mugil,5VL8,1,Catalogue of Life,
