Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,(Procyon ␤␤␤␤lotor),Procyon lotor,835,854,6.53,2,NO_ANNOT,,,Exact,0,"Procyon lotor (Linnaeus, 1758)",Procyon lotor,4MPXY,1,Catalogue of Life,
1,Mollusca,Mollusca,922,930,4.51,1,NO_ANNOT,,,Exact,0,Mollusca,Mollusca,M2L,1,Catalogue of Life,
2,Triisodon,Triisodon,994,1003,4.18,1,NO_ANNOT,,,Exact,0,"Triisodon Cope, 1881",Triisodon,urn:lsid:irmng.org:taxname:1412613,181,IRMNG,
3,Odontomya,Odontomya,1038,1047,4.46,1,NO_ANNOT,,,Exact,0,"Odontomya Latreille, 1809",Odontomya,urn:lsid:irmng.org:taxname:1390060,181,IRMNG,
4,Nummulites,Nummulites,1346,1356,3.55,1,NO_ANNOT,,,Exact,0,"Nummulites Lamarck, 1801",Nummulites,87JHH,1,Catalogue of Life,
5,Alexis,Alexis,1603,1609,4.55,1,NO_ANNOT,,,Exact,0,Alexis Salisb.,Alexis,37204-1,167,IPNI,
6,Rotifera,Rotifera,1718,1726,4.98,1,NO_ANNOT,,,Exact,0,Rotifera,Rotifera,5Y,1,Catalogue of Life,
7,Rhus cotinoides,Rhus cotinoides,1929,1944,8.38,2,NO_ANNOT,,,Exact,0,Rhus cotinoides Chapm.,Rhus cotinoides,60454685-2,167,IPNI,
8,Ammonites,Ammonites,1999,2008,3.38,1,NO_ANNOT,,,Exact,0,Ammonites,Ammonites,628XM,1,Catalogue of Life,
9,Notes,Notes,2032,2037,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
10,Notes,Notes,2083,2088,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
11,Merion,Merion,2113,2119,2.23,1,NO_ANNOT,,,Exact,0,"Merion Mulsant & Verreaux, 1875",Merion,urn:lsid:irmng.org:taxname:1413748,181,IRMNG,
12,Corema,Corema,2272,2278,5.04,1,NO_ANNOT,,,Exact,0,Corema D. Don,Corema,62MLH,1,Catalogue of Life,
13,Mytilus ␤␤␤␤bifurcatus,Mytilus bifurcatus,2362,2384,13.34,2,NO_ANNOT,,,Exact,0,"Mytilus bifurcatus Conrad, 1837",Mytilus bifurcatus,45GKC,1,Catalogue of Life,
14,Ginko biloba.,Ginko biloba,2860,2873,6.43,2,NO_ANNOT,,,Exact,0,Ginko biloba,Ginko biloba,101169274,169,uBio NameBank,
15,{Salisburia adiantifolia,Salisburia adiantifolia,2938,2962,12.55,2,NO_ANNOT,,,Exact,0,"Salisburia adiantifolia Sm., nom. illeg.",Salisburia adiantifolia,6XCN4,1,Catalogue of Life,
16,"Acer dasycarpum,",Acer dasycarpum,3599,3615,9.14,2,NO_ANNOT,,,Exact,0,Acer dasycarpum Ehrh.,Acer dasycarpum,64FH3,1,Catalogue of Life,
17,"Janiperus ␤␤ virginiana,",Janiperus virginiana,3693,3717,6.33,2,NO_ANNOT,,,Fuzzy,1,Juniperus virginiana L.,Juniperus virginiana,6NHW6,1,Catalogue of Life,
18,Ginko.,Ginko,3733,3739,1.12,1,NO_ANNOT,,,Exact,0,Ginko Thunb.,Ginko,145248282,165,,
19,Mitchella repens,Mitchella repens,4276,4292,11.99,2,NO_ANNOT,,,Exact,0,Mitchella repens L.,Mitchella repens,43P8Q,1,Catalogue of Life,
20,"Favosites,",Favosites,10898,10908,3.38,1,NO_ANNOT,,,Exact,0,"Favosites Lamarck, 1816",Favosites,urn:lsid:marinespecies.org:taxname:1458088,9,WoRMS,
21,"Scolifhus linearis,",Scolifhus linearis,11114,11133,5.59,2,NO_ANNOT,,,Fuzzy,1,Scolithus linearis Hall 1847,Scolithus linearis,414606,172,PaleoBioDB,
22,"Carterella,",Carterella,11641,11652,6.37,1,NO_ANNOT,,,Exact,0,Carterella,Carterella,3HW5,1,Catalogue of Life,
23,C. latitenta,C. latitenta,11653,11665,6.03,2,NO_ANNOT,,,NoMatch,,,,,,,,
24,Meyenia crateri,Meyenia crateri,11742,11757,10.62,2,NO_ANNOT,,,PartialExact,0,Meyenia Nees,Meyenia,5R7G,1,Catalogue of Life,
25,Heteromeyenia,Heteromeyenia,14569,14582,4.65,1,NO_ANNOT,,,Exact,0,"Heteromeyenia Potts, 1881",Heteromeyenia,84P3V,1,Catalogue of Life,
26,Meyenia,Meyenia,16370,16377,3.62,1,NO_ANNOT,,,Exact,0,Meyenia Nees,Meyenia,5R7G,1,Catalogue of Life,
27,TuBELLA,Tubella,17025,17032,5.79,1,NO_ANNOT,,,Exact,0,"Tubella Odin, 2008",Tubella,83FT,1,Catalogue of Life,
28,Tubella^,Tubella,17059,17067,5.79,1,NO_ANNOT,,,Exact,0,"Tubella Odin, 2008",Tubella,83FT,1,Catalogue of Life,
29,Meyenia,Meyenia,17587,17594,3.62,1,NO_ANNOT,,,Exact,0,Meyenia Nees,Meyenia,5R7G,1,Catalogue of Life,
30,Odontomyia,Odontomyia,19878,19888,5.58,1,NO_ANNOT,,,Exact,0,Odontomyia,Odontomyia,87FKH,1,Catalogue of Life,
31,Corema,Corema,19963,19969,5.04,1,NO_ANNOT,,,Exact,0,Corema D. Don,Corema,62MLH,1,Catalogue of Life,
32,Notes,Notes,20349,20354,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
33,Konig,Konig,20386,20391,2.73,1,NO_ANNOT,,,Exact,0,Konig Adans.,Konig,12711-1,167,IPNI,
34,Amelia,Amelia,20458,20464,3.85,1,NO_ANNOT,,,Exact,0,Amelia Alef.,Amelia,5T5L7,1,Catalogue of Life,
35,Cyathocrinus ornatissimus,Cyathocrinus ornatissimus,24080,24105,13.22,2,NO_ANNOT,,,Exact,0,Cyathocrinus ornatissimus,Cyathocrinus ornatissimus,286338,183,Sherborn Index Animalium,
36,Taxocrinus (Forbesiocrinus) communis,Taxocrinus communis,24499,24535,12.95,2,NO_ANNOT,,,Exact,0,Taxocrinus communis,Taxocrinus communis,7673672,179,Open Tree of Life,
37,(Forbesiocrinus),Forbesiocrinus,24510,24526,6.60,1,NO_ANNOT,,,Exact,0,"Forbesiocrinus de Koninck & Lehon, 1854",Forbesiocrinus,urn:lsid:irmng.org:taxname:1205666,181,IRMNG,
38,Platycrinus,Platycrinus,24837,24848,6.05,1,NO_ANNOT,,,Exact,0,"Platycrinus Agassiz, 1836",Platycrinus,urn:lsid:irmng.org:taxname:1436291,181,IRMNG,
39,Poteriocrinus,Poteriocrinus,32713,32726,6.38,1,NO_ANNOT,,,Exact,0,"Poteriocrinus Agassiz, 1836",Poteriocrinus,urn:lsid:irmng.org:taxname:1450422,181,IRMNG,
