Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,"Dorudon serra- ␤␤ tus,",Dorudon serratus,732,754,11.32,2,NO_ANNOT,,,Exact,0,Dorudon serratus (Gibbes 1845),Dorudon serratus,53155,172,PaleoBioDB,
1,Notes,Notes,1709,1714,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
2,"Cyano- ␤␤ corax,",Cyanocorax,3220,3236,5.30,1,NO_ANNOT,,,Exact,0,"Cyanocorax F. Boie, 1826",Cyanocorax,3XNP,1,Catalogue of Life,
3,"Vidua,",Vidua,3276,3282,2.73,1,NO_ANNOT,,,Exact,0,"Vidua Cuvier, 1816",Vidua,86PV,1,Catalogue of Life,
4,"Euplectes,",Euplectes,3291,3301,3.38,1,NO_ANNOT,,,Exact,0,"Euplectes Swainson, 1829",Euplectes,62SW3,1,Catalogue of Life,
5,"Py- ␤␤ renestes,",Pyrenestes,3307,3323,3.55,1,NO_ANNOT,,,Exact,0,"Pyrenestes Swainson, 1837",Pyrenestes,75YN,1,Catalogue of Life,
6,"Pitylus,",Pitylus,3333,3341,5.50,1,NO_ANNOT,,,Exact,0,"Pitylus Cuvier, 1817",Pitylus,urn:lsid:irmng.org:taxname:1314382,181,IRMNG,
7,Nyctale,Nyctale,3537,3544,3.63,1,NO_ANNOT,,,Exact,0,"Nyctale Brehm, 1831",Nyctale,urn:lsid:irmng.org:taxname:1376866,181,IRMNG,
8,"Sycobius,",Sycobius,3552,3561,4.81,1,NO_ANNOT,,,Exact,0,"Sycobius Vieillot, 1816",Sycobius,urn:lsid:irmng.org:taxname:1377115,181,IRMNG,
9,Notes,Notes,3568,3573,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
10,"Vulturidae,",Vulturidae,3611,3622,4.45,1,NO_ANNOT,,,Exact,0,"Vulturidae Illiger, 1811",Vulturidae,urn:lsid:irmng.org:taxname:116692,181,IRMNG,
11,Anas,Anas,3657,3661,2.80,1,NO_ANNOT,,,Exact,0,"Anas Linnaeus, 1758",Anas,V8R,1,Catalogue of Life,
12,"Capri- ␤␤ mulgidae,",Caprimulgidae,3732,3751,4.90,1,NO_ANNOT,,,Exact,0,Caprimulgidae,Caprimulgidae,7PQ,1,Catalogue of Life,
13,Boa constrictor,Boa constrictor,4196,4211,6.24,2,NO_ANNOT,,,Exact,0,"Boa constrictor Linnaeus, 1758",Boa constrictor,M7TX,1,Catalogue of Life,
14,"Cyanocorax,",Cyanocorax,4308,4319,5.30,1,NO_ANNOT,,,Exact,0,"Cyanocorax F. Boie, 1826",Cyanocorax,3XNP,1,Catalogue of Life,
15,Notes,Notes,4344,4349,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
16,Testacea,Testacea,4634,4642,3.20,1,NO_ANNOT,,,Exact,0,Testacea Linnaeus 1758,Testacea,89234733,132,ZooBank,
17,Merycoidodon,Merycoidodon,4700,4712,4.71,1,NO_ANNOT,,,Exact,0,"Merycoidodon Leidy, 1848",Merycoidodon,urn:lsid:irmng.org:taxname:1207009,181,IRMNG,
18,"Succinia amphibia,",Succinia amphibia,4833,4851,9.99,2,NO_ANNOT,,,Fuzzy,1,"Succinea amphibia Draparnaud, 1801",Succinea amphibia,7B3LX,1,Catalogue of Life,
19,Notes,Notes,4877,4882,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
20,"Vidua,",Vidua,5172,5178,2.73,1,NO_ANNOT,,,Exact,0,"Vidua Cuvier, 1816",Vidua,86PV,1,Catalogue of Life,
21,"Euplectes,",Euplectes,5179,5189,3.38,1,NO_ANNOT,,,Exact,0,"Euplectes Swainson, 1829",Euplectes,62SW3,1,Catalogue of Life,
22,Pyrenestes,Pyrenestes,5190,5200,3.55,1,NO_ANNOT,,,Exact,0,"Pyrenestes Swainson, 1837",Pyrenestes,75YN,1,Catalogue of Life,
