Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,Trypanosoma balbiani.,Trypanosoma balbiani,1379,1400,11.65,2,NO_ANNOT,,,Fuzzy,1,Trypanosoma balbianii,Trypanosoma balbianii,5423288,179,Open Tree of Life,
1,Carchesium,Carchesium,4212,4222,5.45,1,NO_ANNOT,,,Exact,0,Carchesium,Carchesium,3HCF,1,Catalogue of Life,
2,"Trypanosoma balbiani,",Trypanosoma balbiani,5946,5967,11.65,2,NO_ANNOT,,,Fuzzy,1,Trypanosoma balbianii,Trypanosoma balbianii,5423288,179,Open Tree of Life,
3,Schizomycetes,Schizomycetes,6064,6077,2.38,1,NO_ANNOT,,,Exact,0,Schizomycetes,Schizomycetes,51,3,ITIS,
4,"Trypa)iosoma bal- ␤␤ biani,",Trypa�iosoma balbiani,6603,6630,5.89,2,NO_ANNOT,,,NoMatch,,,,,,,,
5,Trypanosoma ␤␤ balbiani,Trypanosoma balbiani,7611,7634,11.65,2,NO_ANNOT,,,Fuzzy,1,Trypanosoma balbianii,Trypanosoma balbianii,5423288,179,Open Tree of Life,
6,Trypanosoma,Trypanosoma,8337,8348,5.40,1,NO_ANNOT,,,Exact,0,"Trypanosoma Gruby, 1843",Trypanosoma,64874,1,Catalogue of Life,
7,Cebus capucinus.,Cebus capucinus,63588,63604,10.87,2,NO_ANNOT,,,Exact,0,"Cebus capucinus (Linnaeus, 1758)",Cebus capucinus,RYZ5,1,Catalogue of Life,
8,Cebus capucinus.,Cebus capucinus,64753,64769,10.87,2,NO_ANNOT,,,Exact,0,"Cebus capucinus (Linnaeus, 1758)",Cebus capucinus,RYZ5,1,Catalogue of Life,
9,Pseudemys,Pseudemys,68508,68517,5.24,1,NO_ANNOT,,,Exact,0,Pseudemys,Pseudemys,6YX6,1,Catalogue of Life,
10,(Pseudemys mobil- ␤␤ ensis),Pseudemys mobilensis,73477,73504,12.86,2,NO_ANNOT,,,Exact,0,"Pseudemys mobilensis Baur, 1893",Pseudemys mobilensis,2442859,11,GBIF Backbone Taxonomy,
11,NOTES,Notes,73743,73748,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
12,Purpura haemastoma,Purpura haemastoma,74830,74848,10.22,2,NO_ANNOT,,,Exact,0,"Purpura haemastoma (Linnaeus, 1767)",Purpura haemastoma,6WP24,1,Catalogue of Life,
13,"Conus mus,",Conus mus,74868,74878,3.14,2,NO_ANNOT,,,Exact,0,"Conus mus Hwass in Bruguière, 1792",Conus mus,XXVJ,1,Catalogue of Life,
14,"Coralliophila abbreviata,",Coralliophila abbreviata,74879,74904,12.79,2,NO_ANNOT,,,Exact,0,"Coralliophila abbreviata (Lamarck, 1816)",Coralliophila abbreviata,Y9WT,1,Catalogue of Life,
15,"Sistrtini nodulo- ␤␤ sum,",Sistrtini nodulosum,74905,74930,5.32,2,NO_ANNOT,,,NoMatch,,,,,,,,
16,"Siphonaria alternata,",Siphonaria alternata,74931,74952,11.55,2,NO_ANNOT,,,Exact,0,"Siphonaria alternata (Say, 1826)",Siphonaria alternata,4XPDT,1,Catalogue of Life,
17,Triton tri- ␤␤ tonis var. nobilis.,Triton tritonis var. nobilis,74983,75017,16.11,3,NO_ANNOT,,,PartialExact,0,"Triton nobilis Conrad, 1849",Triton nobilis,7D5YT,1,Catalogue of Life,
18,Purpura haemas- ␤␤ toma,Purpura haemastoma,75121,75144,10.22,2,NO_ANNOT,,,Exact,0,"Purpura haemastoma (Linnaeus, 1767)",Purpura haemastoma,6WP24,1,Catalogue of Life,
19,Siphonaria alternata.,Siphonaria alternata,75176,75197,11.55,2,NO_ANNOT,,,Exact,0,"Siphonaria alternata (Say, 1826)",Siphonaria alternata,4XPDT,1,Catalogue of Life,
20,"Littorina eolumellaris,",Littorina eolumellaris,75292,75315,6.66,2,NO_ANNOT,,,Fuzzy,1,"Littorina columellaris d'Orbigny, 1840",Littorina columellaris,3VNN4,1,Catalogue of Life,
21,Purpura haemastoma,Purpura haemastoma,75352,75370,10.22,2,NO_ANNOT,,,Exact,0,"Purpura haemastoma (Linnaeus, 1767)",Purpura haemastoma,6WP24,1,Catalogue of Life,
22,Siphonaria alternata.,Siphonaria alternata,75390,75411,11.55,2,NO_ANNOT,,,Exact,0,"Siphonaria alternata (Say, 1826)",Siphonaria alternata,4XPDT,1,Catalogue of Life,
