Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,Strix aluco,Strix aluco,1532,1543,7.82,2,NO_ANNOT,,,Exact,0,"Strix aluco Linnaeus, 1758",Strix aluco,532G9,1,Catalogue of Life,
1,Strix aluco javanica.,Strix aluco javanica,1609,1630,13.34,3,NO_ANNOT,,,PartialExact,0,"Strix javanica J. F. Gmelin, 1788",Strix javanica,532HP,1,Catalogue of Life,
2,Strix aluco delicatula.,Strix aluco delicatula,1676,1699,12.68,3,NO_ANNOT,,,PartialExact,0,Strix delicatula Gould 1837,Strix delicatula,1264705,168,ION,
3,Strix pratincola,Strix pratincola,1748,1764,11.41,2,NO_ANNOT,,,Exact,0,"Strix pratincola Bonaparte, 1838",Strix pratincola,532JT,1,Catalogue of Life,
4,Strix pratincola perlata.,Strix pratincola perlata,1831,1856,17.04,3,NO_ANNOT,,,PartialExact,0,"Strix perlata Vieillot, 1817",Strix perlata,532JN,1,Catalogue of Life,
5,Strix pratincola furcata.,Strix pratincola furcata,2025,2050,17.04,3,NO_ANNOT,,,PartialExact,0,"Strix furcata Temminck, 1827",Strix furcata,532H8,1,Catalogue of Life,
6,Strix novaehollandiae,Strix novaehollandiae,2090,2111,12.18,2,NO_ANNOT,,,Exact,0,"Strix novaehollandiae Stephens, 1826",Strix novaehollandiae,6ZWYP,1,Catalogue of Life,
7,Strix castanops,Strix castanops,2189,2204,9.38,2,NO_ANNOT,,,Exact,0,"Strix castanops Gould, 1837",Strix castanops,532GN,1,Catalogue of Life,
8,Strix tenebricosa,Strix tenebricosa,2267,2284,12.17,2,NO_ANNOT,,,Exact,0,Strix tenebricosa,Strix tenebricosa,4136619,168,ION,
9,Strix,Strix,2378,2383,4.27,1,NO_ANNOT,,,Exact,0,"Strix Linnaeus, 1758",Strix,7PCR,1,Catalogue of Life,
10,Candida,Candida,2384,2391,3.57,1,NO_ANNOT,,,Exact,0,Candida,Candida,3GS4,1,Catalogue of Life,
11,Strix capensis,Strix capensis,2423,2437,11.62,2,NO_ANNOT,,,Exact,0,"Strix capensis A. Smith, 1834",Strix capensis,532GM,1,Catalogue of Life,
12,BUBONIDAE.,Bubonidae,2567,2577,4.28,1,NO_ANNOT,,,Exact,0,Bubonidae,Bubonidae,urn:lsid:irmng.org:taxname:117229,181,IRMNG,
13,Asio otus.,Asio otus,2579,2589,8.70,2,NO_ANNOT,,,Exact,0,"Asio otus (Linnaeus, 1758)",Asio otus,6866L,1,Catalogue of Life,
14,Asio wilsonianus.,Asio wilsonianus,2637,2654,10.45,2,NO_ANNOT,,,Exact,0,Asio wilsonianus (Lesson 1830),Asio wilsonianus,369165,172,PaleoBioDB,
15,Asio madagascariensis.,Asio madagascariensis,2705,2727,11.03,2,NO_ANNOT,,,Exact,0,"Asio madagascariensis (A. Smith, 1834)",Asio madagascariensis,6866M,1,Catalogue of Life,
16,Asio capensis.,Asio capensis,2758,2772,10.13,2,NO_ANNOT,,,Exact,0,"Asio capensis (A. Smith, 1834)",Asio capensis,6866F,1,Catalogue of Life,
17,Asio accipitrinus.,Asio accipitrinus,2825,2843,10.35,2,NO_ANNOT,,,Exact,0,"Asio accipitrinus Zarudny & Loudon, 1906",Asio accipitrinus,8089749,11,GBIF Backbone Taxonomy,
18,A. sandvicensis,A. sandvicensis,2979,2994,7.49,2,NO_ANNOT,,,NoMatch,,,,,,,,
