Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,Abia,Abia,124,128,2.36,1,NO_ANNOT,,,Exact,0,"Abia Leach, 1817",Abia,urn:lsid:irmng.org:taxname:1299491,181,IRMNG,
1,Abutilon abutilon,Abutilon abutilon,132,149,8.27,2,NO_ANNOT,,,Exact,0,Abutilon abutilon (L.) Rusby,Abutilon abutilon,8MWL,1,Catalogue of Life,
2,Acanthoctenus spinipes,Acanthoctenus spinipes,154,176,12.50,2,NO_ANNOT,,,Exact,0,"Acanthoctenus spinipes Keyserling, 1877",Acanthoctenus spinipes,8VLR,1,Catalogue of Life,
3,Acanthopelma rufescens,Acanthopelma rufescens,181,203,11.64,2,NO_ANNOT,,,Exact,0,"Acanthopelma rufescens F. O. Pickard-Cambridge, 1897",Acanthopelma rufescens,8YZN,1,Catalogue of Life,
4,Accipiter fringilloides,Accipiter fringilloides,208,231,8.82,2,NO_ANNOT,,,Exact,0,Accipiter fringilloides,Accipiter fringilloides,179034,183,Sherborn Index Animalium,
5,Acer,Acer,236,240,2.96,1,NO_ANNOT,,,Exact,0,Acer L.,Acer,MLD,1,Catalogue of Life,
6,Achillea millefolia,Achillea millefolia,258,277,12.36,2,NO_ANNOT,,,Exact,0,Achillea millefolia L.,Achillea millefolia,3243384,7,Union 4,
7,Acilius,Acilius,282,289,4.56,1,NO_ANNOT,,,Exact,0,"Acilius Leach, 1817",Acilius,MXX,1,Catalogue of Life,
8,Aerosoma bisicata,Aerosoma bisicata,315,332,12.68,2,NO_ANNOT,,,NoMatch,,,,,,,,
9,Acrvdium crassum,Acrvdium crassum,464,480,5.39,2,NO_ANNOT,,,NoMatch,,,,,,,,
10,Actitis macularia,Actitis macularia,519,536,11.60,2,NO_ANNOT,,,Exact,0,"Actitis macularia (Linnaeus, 1766)",Actitis macularia,652TG,1,Catalogue of Life,
11,Adelia segregata,Adelia segregata,541,557,11.75,2,NO_ANNOT,,,Exact,0,Adelia segregata (Jacq.) Kuntze,Adelia segregata,9XNP,1,Catalogue of Life,
12,.Egialitis semipalmata,Egialitis semipalmata,562,584,7.83,2,NO_ANNOT,,,NoMatch,,,,,,,,
13,.Eoloplus arizonensis,Eoloplus arizonensis,614,635,7.37,2,NO_ANNOT,,,NoMatch,,,,,,,,
14,Esculus hippocastanum.,Esculus hippocastanum,689,711,12.99,2,NO_ANNOT,,,PartialExact,0,Esculus L.,Esculus,36403-1,167,IPNI,
15,Agalena,Agalena,738,745,5.06,1,NO_ANNOT,,,Exact,0,"Agalena Thorell, 1870",Agalena,urn:lsid:irmng.org:taxname:1388525,181,IRMNG,
16,Ageneotettix australis,Ageneotettix australis,810,832,12.41,2,NO_ANNOT,,,Exact,0,"Ageneotettix australis Bruner, L., 1905",Ageneotettix australis,65PXL,1,Catalogue of Life,
