Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,MOLLUSCA,Mollusca,0,8,4.51,1,NO_ANNOT,,,Exact,0,Mollusca,Mollusca,M2L,1,Catalogue of Life,
155,Ashmunella ashmuni rohusta,Ashmunella ashmuni rohusta,44961,44987,15.98,3,SUBSP_NOV,,,Fuzzy,1,"Ashmunella ashmuni robusta Pilsbry, 1905",Ashmunella ashmuni robusta,7TQN2,1,Catalogue of Life,
156,Polygyra chiricahuana,Polygyra chiricahuana,45018,45039,12.18,2,NO_ANNOT,,,Exact,0,"Polygyra chiricahuana Dall, 1896",Polygyra chiricahuana,7SSCZ,1,Catalogue of Life,
157,Ashmunella chiricahuana,Ashmunella chiricahuana,45044,45067,13.79,2,NO_ANNOT,,,Exact,0,"Ashmunella chiricahuana (Dall, 1896)",Ashmunella chiricahuana,7Q8FC,1,Catalogue of Life,
158,A. ashmuni.,A. ashmuni,46078,46089,5.12,2,NO_ANNOT,,,NoMatch,,,,,,,,
159,A. chiricahuana,A. chiricahuana,46144,46159,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
160,A. pseudodonta capitanensis,A. pseudodonta capitanensis,46364,46391,12.65,3,NO_ANNOT,,,NoMatch,,,,,,,,
161,A. ashmuni,A. ashmuni,46581,46591,5.12,2,NO_ANNOT,,,NoMatch,,,,,,,,
162,A. thomsoniana.,A. thomsoniana,46696,46711,7.18,2,NO_ANNOT,,,NoMatch,,,,,,,,
163,A. thomsoniana,A. thomsoniana,47244,47258,7.18,2,NO_ANNOT,,,NoMatch,,,,,,,,
164,Ashmunella thomsoniana,Ashmunella thomsoniana,47281,47303,13.89,2,NO_ANNOT,,,Exact,0,"Ashmunella thomsoniana (Ancey, 1887)",Ashmunella thomsoniana,7Q8GW,1,Catalogue of Life,
165,Ashmunella thomsoniana,Ashmunella thomsoniana,47442,47464,13.89,2,NO_ANNOT,,,Exact,0,"Ashmunella thomsoniana (Ancey, 1887)",Ashmunella thomsoniana,7Q8GW,1,Catalogue of Life,
166,Ashmunella thomsoniana,Ashmunella thomsoniana,47814,47836,13.89,2,NO_ANNOT,,,Exact,0,"Ashmunella thomsoniana (Ancey, 1887)",Ashmunella thomsoniana,7Q8GW,1,Catalogue of Life,
167,A. thomsoniana,A. thomsoniana,48876,48890,7.18,2,NO_ANNOT,,,NoMatch,,,,,,,,
168,A. thomsoniana,A. thomsoniana,49792,49806,7.18,2,NO_ANNOT,,,NoMatch,,,,,,,,
169,A. antiqua,A. antiqua,50320,50330,4.90,2,NO_ANNOT,,,NoMatch,,,,,,,,
170,Ashmunella thomsoniana,Ashmunella thomsoniana,51053,51075,13.89,2,NO_ANNOT,,,Exact,0,"Ashmunella thomsoniana (Ancey, 1887)",Ashmunella thomsoniana,7Q8GW,1,Catalogue of Life,
171,Ashmunella thomsoniana pecosensis,Ashmunella thomsoniana pecosensis,54292,54325,19.97,3,NO_ANNOT,,,Exact,0,"Ashmunella thomsoniana pecosensis Cockerell, 1903",Ashmunella thomsoniana pecosensis,7TQNY,1,Catalogue of Life,
172,A. thomsoniana.,A. thomsoniana,54613,54628,7.18,2,NO_ANNOT,,,NoMatch,,,,,,,,
173,A. thomsoniana,A. thomsoniana,54877,54891,7.18,2,NO_ANNOT,,,NoMatch,,,,,,,,
174,A. levettei.,A. levettei,55051,55063,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
175,Ashmunella levettei,Ashmunella levettei,55483,55502,12.02,2,NO_ANNOT,,,Exact,0,"Ashmunella levettei (Bland, 1882)",Ashmunella levettei,7Q8G6,1,Catalogue of Life,
176,Triodopsis levettei,Triodopsis levettei,55528,55547,10.76,2,NO_ANNOT,,,Exact,0,"Triodopsis levettei Bland, 1882",Triodopsis levettei,7TDQB,1,Catalogue of Life,
177,Pohjgyra levettei,Pohjgyra levettei,55830,55847,4.11,2,NO_ANNOT,,,NoMatch,,,,,,,,
178,Ashmunella levettei,Ashmunella levettei,55896,55915,12.02,2,NO_ANNOT,,,Exact,0,"Ashmunella levettei (Bland, 1882)",Ashmunella levettei,7Q8G6,1,Catalogue of Life,
179,I. angigyra.,I. angigyra,56257,56269,4.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
180,Huachuca,Huachuca,57962,57970,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
181,Huachuca,Huachuca,58367,58375,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
182,Huachuca,Huachuca,58744,58752,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
183,Canyon levettei,Canyon levettei,59246,59261,0.53,2,NO_ANNOT,,,NoMatch,,,,,,,,
184,Ashmunella levettei angigyra,Ashmunella levettei angigyra,60210,60238,15.22,3,SUBSP_NOV,,,Exact,0,"Ashmunella levettei angigyra Pilsbry, 1905",Ashmunella levettei angigyra,7TQNG,1,Catalogue of Life,
185,A. levettei.,A. levettei,60892,60904,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
186,Huachuca,Huachuca,61209,61217,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
187,Huachuca.,Huachuca,61273,61282,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
188,Huachuca,Huachuca,61425,61433,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
189,A. levettei,A. levettei,61555,61566,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
190,A. angulata,A. angulata,61732,61743,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
191,A. angidata,A. angidata,62713,62724,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
192,A. chiricahuana.,A. chiricahuana,63118,63134,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
193,A. angulata.,A. angulata,63182,63194,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
194,Ashmunella levettei heterodonta,Ashmunella levettei heterodonta,63195,63226,16.90,3,NO_ANNOT,,,Exact,0,"Ashmunella levettei heterodonta Pilsbry, 1905",Ashmunella levettei heterodonta,7TQNJ,1,Catalogue of Life,
195,Huachuca,Huachuca,63344,63352,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
196,A. levettei,A. levettei,63474,63485,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
197,A. chiricahuana.,A. chiricahuana,63515,63531,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
198,A. levettei.,A. levettei,64054,64066,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
199,A. chiricahuana.,A. chiricahuana,64388,64404,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
200,A. levettei,A. levettei,64609,64620,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
201,A. levettei,A. levettei,64996,65007,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
202,A. chiricahuana,A. chiricahuana,65012,65027,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
203,A. chiricahuana,A. chiricahuana,65591,65606,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
204,Huachuca,Huachuca,65736,65744,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
205,Ashmunella levettei proxima,Ashmunella levettei proxima,65826,65853,16.71,3,SUBSP_NOV,,,Exact,0,"Ashmunella levettei proxima Pilsbry, 1905",Ashmunella levettei proxima,7TQNK,1,Catalogue of Life,
206,A. angulata,A. angulata,66039,66050,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
207,A. fissidens,A. fissidens,66447,66459,6.10,2,NO_ANNOT,,,NoMatch,,,,,,,,
208,A. proxima,A. proxima,66625,66635,6.02,2,NO_ANNOT,,,NoMatch,,,,,,,,
209,I. angigyra,I. angigyra,67214,67225,4.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
210,Ashmunella fissidens,Ashmunella fissidens,67352,67372,12.80,2,NO_ANNOT,,,Exact,0,"Ashmunella fissidens Pilsbry, 1905",Ashmunella fissidens,7Q8FL,1,Catalogue of Life,
211,A. angulata.,A. angulata,67626,67638,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
212,A. angulata,A. angulata,68551,68562,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
213,Ashmunella duplicidens,Ashmunella duplicidens,68843,68865,13.22,2,SP_NOV,,,Exact,0,"Ashmunella duplicidens Pilsbry, 1905",Ashmunella duplicidens,7Q8FG,1,Catalogue of Life,
214,Ashmunella angulata,Ashmunella angulata,70468,70487,14.11,2,SP_NOV,,,Exact,0,"Ashmunella angulata Pilsbry, 1905",Ashmunella angulata,7Q8F3,1,Catalogue of Life,
215,A. levettei angigyra,A. levettei angigyra,72803,72823,8.52,3,NO_ANNOT,,,NoMatch,,,,,,,,
216,Huachuca,Huachuca,72831,72839,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
217,A. angulata,A. angulata,73000,73011,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
218,Huachuca,Huachuca,73095,73103,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
219,Ashmunella,Ashmunella,73329,73339,6.37,1,NO_ANNOT,,,Exact,0,"Ashmunella Pilsbry & Cockerell, 1899",Ashmunella,7NPTV,1,Catalogue of Life,
220,A. angulata,A. angulata,74609,74620,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
221,A. angulata,A. angulata,74939,74950,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
222,Ashmunella,Ashmunella,74978,74988,6.37,1,NO_ANNOT,,,Exact,0,"Ashmunella Pilsbry & Cockerell, 1899",Ashmunella,7NPTV,1,Catalogue of Life,
223,I. angigyra,I. angigyra,75001,75012,4.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
224,Ashmunella,Ashmunella,75050,75060,6.37,1,NO_ANNOT,,,Exact,0,"Ashmunella Pilsbry & Cockerell, 1899",Ashmunella,7NPTV,1,Catalogue of Life,
225,Ashmunella ferrissi,Ashmunella ferrissi,75466,75485,12.02,2,SP_NOV,,,Exact,0,"Ashmunella ferrissi Pilsbry, 1905",Ashmunella ferrissi,7Q8FK,1,Catalogue of Life,
226,A. levettei,A. levettei,76542,76553,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
227,Eidota tectumsinense,Eidota tectumsinense,76697,76717,2.98,2,NO_ANNOT,,,NoMatch,,,,,,,,
228,Helicodonta maroccana,Helicodonta maroccana,76735,76756,11.01,2,NO_ANNOT,,,Exact,0,Helicodonta maroccana,Helicodonta maroccana,3689601,168,ION,
229,Ashmunella walkeri,Ashmunella walkeri,76765,76783,13.37,2,NO_ANNOT,,,Exact,0,"Ashmunella walkeri Ferriss, 1904",Ashmunella walkeri,7Q8H3,1,Catalogue of Life,
230,A. levettei.,A. levettei,77199,77211,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
231,A. mearnsi,A. mearnsi,78076,78086,5.26,2,NO_ANNOT,,,NoMatch,,,,,,,,
232,Ashmunella mearnsi,Ashmunella mearnsi,78305,78323,11.97,2,NO_ANNOT,,,Exact,0,Ashmunella mearnsi Dall,Ashmunella mearnsi,gn_130939,186,MCZbase,
233,Polygyra,Polygyra,78364,78372,4.77,1,NO_ANNOT,,,Exact,0,"Polygyra Say, 1818",Polygyra,7PD3F,1,Catalogue of Life,
234,Huachuca,Huachuca,78444,78452,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
235,Ashmunella mearnsi,Ashmunella mearnsi,78616,78634,11.97,2,NO_ANNOT,,,Exact,0,Ashmunella mearnsi Dall,Ashmunella mearnsi,gn_130939,186,MCZbase,
236,A. walkeri,A. walkeri,78761,78771,6.67,2,NO_ANNOT,,,NoMatch,,,,,,,,
237,A. levettei,A. levettei,78865,78876,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
238,A. walkeri,A. walkeri,78897,78907,6.67,2,NO_ANNOT,,,NoMatch,,,,,,,,
239,A. angulala,A. angulala,78959,78970,6.12,2,NO_ANNOT,,,NoMatch,,,,,,,,
240,Huachuca,Huachuca,79081,79089,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
241,Huachuca,Huachuca,79391,79399,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
242,I. angigyra,I. angigyra,79577,79588,4.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
243,Ashmunella esuritor,Ashmunella esuritor,80092,80111,12.07,2,SP_NOV,,,Exact,0,"Ashmunella esuritor Pilsbry, 1905",Ashmunella esuritor,7Q8FJ,1,Catalogue of Life,
244,A. angulata,A. angulata,81501,81512,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
245,A. esuritor,A. esuritor,82094,82105,5.37,2,NO_ANNOT,,,NoMatch,,,,,,,,
246,A. chiricahuana,A. chiricahuana,82185,82200,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
247,A. chiricahuana.,A. chiricahuana,82958,82974,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
248,Ashmunella chiricahuana,Ashmunella chiricahuana,83194,83217,13.79,2,NO_ANNOT,,,Exact,0,"Ashmunella chiricahuana (Dall, 1896)",Ashmunella chiricahuana,7Q8FC,1,Catalogue of Life,
249,Polygyra chiricahuana,Polygyra chiricahuana,83245,83266,12.18,2,NO_ANNOT,,,Exact,0,"Polygyra chiricahuana Dall, 1896",Polygyra chiricahuana,7SSCZ,1,Catalogue of Life,
250,Ashmunella chiricahuana,Ashmunella chiricahuana,83400,83423,13.79,2,NO_ANNOT,,,Exact,0,"Ashmunella chiricahuana (Dall, 1896)",Ashmunella chiricahuana,7Q8FC,1,Catalogue of Life,
251,A. levettei.,A. levettei,83623,83635,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
252,Huachuca,Huachuca,85056,85064,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
253,A. levettei heterodonta,A. levettei heterodonta,85990,86013,10.19,3,NO_ANNOT,,,NoMatch,,,,,,,,
254,Ashmunella ohirioahnana mogollonensis,Ashmunella ohirioahnana mogollonensis,87046,87083,14.90,3,SUBSP_NOV,,,PartialExact,0,"Ashmunella mogollonensis Pilsbry, 1905",Ashmunella mogollonensis,7Q8GF,1,Catalogue of Life,
255,A. metamorphosa.,A. metamorphosa,87881,87897,7.46,2,NO_ANNOT,,,NoMatch,,,,,,,,
256,A. chiricahuana.,A. chiricahuana,87926,87942,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
257,Ashmunella metamorphosa,Ashmunella metamorphosa,87973,87996,14.16,2,SP_NOV,,,Exact,0,"Ashmunella metamorphosa Pilsbry, 1905",Ashmunella metamorphosa,7Q8GB,1,Catalogue of Life,
258,A. esuritor.,A. esuritor,88082,88094,5.37,2,NO_ANNOT,,,NoMatch,,,,,,,,
259,A. chiricahuana.,A. chiricahuana,88448,88464,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
260,A. chiricahuana,A. chiricahuana,88487,88502,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
261,Ashmunella,Ashmunella,89998,90008,6.37,1,NO_ANNOT,,,Exact,0,"Ashmunella Pilsbry & Cockerell, 1899",Ashmunella,7NPTV,1,Catalogue of Life,
262,Polygyra,Polygyra,90012,90020,4.77,1,NO_ANNOT,,,Exact,0,"Polygyra Say, 1818",Polygyra,7PD3F,1,Catalogue of Life,
263,A. metamorphosa,A. metamorphosa,90200,90215,7.46,2,NO_ANNOT,,,NoMatch,,,,,,,,
264,A. levettei stock,A. levettei stock,90258,90275,4.04,3,NO_ANNOT,,,NoMatch,,,,,,,,
265,A. levettei,A. levettei,90323,90334,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
266,I. heterodonta,I. heterodonta,90341,90355,6.45,2,NO_ANNOT,,,NoMatch,,,,,,,,
267,A. chiricahuana,A. chiricahuana,91043,91058,7.08,2,NO_ANNOT,,,NoMatch,,,,,,,,
268,A. esuritor,A. esuritor,91063,91074,5.37,2,NO_ANNOT,,,NoMatch,,,,,,,,
269,S. lohrii,S. lohrii,91939,91948,5.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
270,S. wolcottiana,S. wolcottiana,91958,91972,7.18,2,NO_ANNOT,,,NoMatch,,,,,,,,
271,Sonorella,Sonorella,92452,92461,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
272,S. hachitana,S. hachitana,93083,93095,6.76,2,NO_ANNOT,,,NoMatch,,,,,,,,
273,Sonorella,Sonorella,93216,93225,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
274,Sonorella,Sonorella,93629,93638,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
275,Oreohelix,Oreohelix,93658,93667,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
276,Oreohelix,Oreohelix,93701,93710,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
277,Sonorella,Sonorella,93903,93912,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
278,Ashmunella,Ashmunella,93927,93937,6.37,1,NO_ANNOT,,,Exact,0,"Ashmunella Pilsbry & Cockerell, 1899",Ashmunella,7NPTV,1,Catalogue of Life,
279,Sonorella,Sonorella,94046,94055,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
280,Ashmunella,Ashmunella,94065,94075,6.37,1,NO_ANNOT,,,Exact,0,"Ashmunella Pilsbry & Cockerell, 1899",Ashmunella,7NPTV,1,Catalogue of Life,
281,Sonorella,Sonorella,94253,94262,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
282,Sonorella.,Sonorella,94389,94399,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
283,Ashmunella,Ashmunella,95866,95876,6.37,1,NO_ANNOT,,,Exact,0,"Ashmunella Pilsbry & Cockerell, 1899",Ashmunella,7NPTV,1,Catalogue of Life,
284,Polygyra,Polygyra,95877,95885,4.77,1,NO_ANNOT,,,Exact,0,"Polygyra Say, 1818",Polygyra,7PD3F,1,Catalogue of Life,
285,Sonorella,Sonorella,96166,96175,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
286,Helix carpenteri,Helix carpenteri,96770,96786,10.08,2,NO_ANNOT,,,Exact,0,"Helix carpenteri Newcomb, 1861",Helix carpenteri,7RKX9,1,Catalogue of Life,
287,Sonorella,Sonorella,96798,96807,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
288,Sonorella.,Sonorella,97034,97044,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
289,S. hachitana,S. hachitana,97691,97703,6.76,2,NO_ANNOT,,,NoMatch,,,,,,,,
290,S. rowelli,S. rowelli,97896,97906,5.70,2,NO_ANNOT,,,NoMatch,,,,,,,,
291,S. rowelli,S. rowelli,97948,97958,5.70,2,NO_ANNOT,,,NoMatch,,,,,,,,
292,S. granulatissima,S. granulatissima,98004,98021,6.79,2,NO_ANNOT,,,NoMatch,,,,,,,,
293,Huachuca,Huachuca,98022,98030,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
294,S. virilis,S. virilis,98069,98079,6.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
295,V. circumstriatus,V. circumstriatus,98127,98144,7.80,2,NO_ANNOT,,,NoMatch,,,,,,,,
296,Helix remondi,Helix remondi,98164,98177,7.83,2,NO_ANNOT,,,Exact,0,Helix remondi Tryon,Helix remondi,gn_18911,186,MCZbase,
297,Euadenia.,Euadenia,98260,98269,3.87,1,NO_ANNOT,,,Exact,0,Euadenia Oliv.,Euadenia,62RJK,1,Catalogue of Life,
298,Epiphragmophora,Epiphragmophora,98623,98638,6.87,1,NO_ANNOT,,,Exact,0,"Epiphragmophora Doering, 1875",Epiphragmophora,7P3K6,1,Catalogue of Life,
299,Lysinoe,Lysinoe,98665,98672,3.87,1,NO_ANNOT,,,Exact,0,"Lysinoe H. Adams & A. Adams, 1855",Lysinoe,7P84R,1,Catalogue of Life,
300,Leptarionta,Leptarionta,98701,98712,3.92,1,NO_ANNOT,,,Exact,0,"Leptarionta Crosse & P. Fischer, 1872",Leptarionta,7P77R,1,Catalogue of Life,
301,H. remondi,H. remondi,98788,98798,4.90,2,NO_ANNOT,,,NoMatch,,,,,,,,
302,H. remondi,H. remondi,98847,98857,4.90,2,NO_ANNOT,,,NoMatch,,,,,,,,
303,Leptarionta,Leptarionta,98862,98873,3.92,1,NO_ANNOT,,,Exact,0,"Leptarionta Crosse & P. Fischer, 1872",Leptarionta,7P77R,1,Catalogue of Life,
304,Sonorella hachitana,Sonorella hachitana,98885,98904,13.30,2,NO_ANNOT,,,Exact,0,"Sonorella hachitana (Dall, 1895)",Sonorella hachitana,4Y9XK,1,Catalogue of Life,
305,Epiphragmophora hachitana,Epiphragmophora hachitana,98930,98955,13.96,2,NO_ANNOT,,,Exact,0,"Epiphragmophora hachitana Dall, 1895",Epiphragmophora hachitana,7R7QS,1,Catalogue of Life,
306,Sonorella hachitana,Sonorella hachitana,99011,99030,13.30,2,NO_ANNOT,,,Exact,0,"Sonorella hachitana (Dall, 1895)",Sonorella hachitana,4Y9XK,1,Catalogue of Life,
307,Sonorella.,Sonorella,99096,99106,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
308,S. hachitana,S. hachitana,99107,99119,6.76,2,NO_ANNOT,,,NoMatch,,,,,,,,
309,S.␤ashmuni,S. ashmuni,99243,99253,5.12,2,NO_ANNOT,,,NoMatch,,,,,,,,
310,S. goldmani,S. goldmani,99340,99351,5.92,2,NO_ANNOT,,,NoMatch,,,,,,,,
311,S. nelsoni,S. nelsoni,100613,100623,6.07,2,NO_ANNOT,,,NoMatch,,,,,,,,
312,S. nelsoni.,S. nelsoni,101034,101045,6.07,2,NO_ANNOT,,,NoMatch,,,,,,,,
313,S. ashmuni,S. ashmuni,101377,101387,5.12,2,NO_ANNOT,,,NoMatch,,,,,,,,
314,Sonorella,Sonorella,101428,101437,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
315,Sonorella hachitana ashmuni,Sonorella hachitana ashmuni,103853,103880,16.36,3,NO_ANNOT,,,PartialExact,0,"Sonorella ashmuni Bartsch, 1904",Sonorella ashmuni,7T6R9,1,Catalogue of Life,
316,Sonorella hachitana,Sonorella hachitana,103911,103930,13.30,2,NO_ANNOT,,,Exact,0,"Sonorella hachitana (Dall, 1895)",Sonorella hachitana,4Y9XK,1,Catalogue of Life,
317,Sonorella ashmuni,Sonorella ashmuni,104050,104067,11.65,2,NO_ANNOT,,,Exact,0,"Sonorella ashmuni Bartsch, 1904",Sonorella ashmuni,7T6R9,1,Catalogue of Life,
318,S. ashmuni.,S. ashmuni,104518,104529,5.12,2,NO_ANNOT,,,NoMatch,,,,,,,,
319,S. mearnsi,S. mearnsi,104574,104584,5.26,2,NO_ANNOT,,,NoMatch,,,,,,,,
320,.S.␤dalli.,S. dalli,104594,104604,4.89,2,NO_ANNOT,,,NoMatch,,,,,,,,
321,S. ashmuni,S. ashmuni,104685,104695,5.12,2,NO_ANNOT,,,NoMatch,,,,,,,,
322,S. hachitana,S. hachitana,104733,104745,6.76,2,NO_ANNOT,,,NoMatch,,,,,,,,
323,S. hachitana,S. hachitana,105742,105754,6.76,2,NO_ANNOT,,,NoMatch,,,,,,,,
324,S. virilis.,S. virilis,106073,106084,6.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
325,Sonorella hachitana bowiensis,Sonorella hachitana bowiensis,106810,106839,19.22,3,NO_ANNOT,,,Exact,0,"Sonorella hachitana bowiensis Pilsbry, 1905",Sonorella hachitana bowiensis,7V334,1,Catalogue of Life,
326,Sonorella rowelli,Sonorella rowelli,108360,108377,12.23,2,NO_ANNOT,,,PartialExact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
327,Helix rowelli,Helix rowelli,108408,108421,8.63,2,NO_ANNOT,,,Exact,0,"Helix rowelli Newcomb, 1865",Helix rowelli,7RMNY,1,Catalogue of Life,
328,S. rowelli,S. rowelli,108474,108484,5.70,2,NO_ANNOT,,,NoMatch,,,,,,,,
329,S. hachitana,S. hachitana,108552,108564,6.76,2,NO_ANNOT,,,NoMatch,,,,,,,,
330,Sonorella,Sonorella,109694,109703,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
331,S. rowelli,S. rowelli,110242,110252,5.70,2,NO_ANNOT,,,NoMatch,,,,,,,,
332,Sonorella,Sonorella,110408,110417,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
333,Ashmunella,Ashmunella,110422,110432,6.37,1,NO_ANNOT,,,Exact,0,"Ashmunella Pilsbry & Cockerell, 1899",Ashmunella,7NPTV,1,Catalogue of Life,
334,S. rowelli,S. rowelli,110579,110589,5.70,2,NO_ANNOT,,,NoMatch,,,,,,,,
335,S. arizonensis,S. arizonensis,110669,110683,7.60,2,NO_ANNOT,,,NoMatch,,,,,,,,
336,S. rowelli,S. rowelli,110952,110962,5.70,2,NO_ANNOT,,,NoMatch,,,,,,,,
337,Sanford's rowelli,Sanford�s rowelli,111134,111151,2.67,2,NO_ANNOT,,,NoMatch,,,,,,,,
338,Sanford's rowelli,Sanford�s rowelli,111448,111465,2.67,2,NO_ANNOT,,,NoMatch,,,,,,,,
339,H. rowelli given,H. rowelli given,111712,111728,4.37,3,NO_ANNOT,,,NoMatch,,,,,,,,
340,Sonorella granulatissima,Sonorella granulatissima,111864,111888,13.32,2,NO_ANNOT,,,Exact,0,"Sonorella granulatissima Pilsbry, 1902",Sonorella granulatissima,7T6SH,1,Catalogue of Life,
341,Sonorella granulatissima parva,Sonorella granulatissima parva,115413,115443,16.14,3,SUBSP_NOV,,,Exact,0,"Sonorella granulatissima parva Pilsbry, 1905",Sonorella granulatissima parva,7V333,1,Catalogue of Life,
