Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,Notes,Notes,2050,2055,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
1,Camma,Camma,3528,3533,4.56,1,NO_ANNOT,,,Exact,0,"Camma Distant, 1907",Camma,urn:lsid:irmng.org:taxname:1419822,181,IRMNG,
2,Camma,Camma,3721,3726,4.56,1,NO_ANNOT,,,Exact,0,"Camma Distant, 1907",Camma,urn:lsid:irmng.org:taxname:1419822,181,IRMNG,
3,"Sphingidae,",Sphingidae,3994,4005,4.45,1,NO_ANNOT,,,Exact,0,Sphingidae,Sphingidae,GHS,1,Catalogue of Life,
4,Notes,Notes,4405,4410,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
5,Notes,Notes,4528,4533,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
6,Camma,Camma,4779,4784,4.56,1,NO_ANNOT,,,Exact,0,"Camma Distant, 1907",Camma,urn:lsid:irmng.org:taxname:1419822,181,IRMNG,
7,"Sphingidae,",Sphingidae,4940,4951,4.45,1,NO_ANNOT,,,Exact,0,Sphingidae,Sphingidae,GHS,1,Catalogue of Life,
8,Notes,Notes,5096,5101,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
9,Dacty- ␤␤ loscopus,Dactyloscopus,5651,5669,6.51,1,NO_ANNOT,,,Exact,0,Dactyloscopus,Dactyloscopus,3ZDR,1,Catalogue of Life,
10,"Leptoscopus,",Leptoscopus,5674,5686,6.19,1,NO_ANNOT,,,Exact,0,Leptoscopus,Leptoscopus,5DCQ,1,Catalogue of Life,
11,Uranosco- ␤␤ pidae,Uranoscopidae,5722,5740,4.90,1,NO_ANNOT,,,Exact,0,Uranoscopidae,Uranoscopidae,HPK,1,Catalogue of Life,
12,Callionymus,Callionymus,5756,5767,5.62,1,NO_ANNOT,,,Exact,0,Callionymus,Callionymus,3FGL,1,Catalogue of Life,
13,"Hypo- ␤␤ rhampus,",Hyporhampus,5802,5819,6.19,1,NO_ANNOT,,,Exact,0,Hyporhampus,Hyporhampus,urn:lsid:irmng.org:taxname:1098393,181,IRMNG,
14,"Hemiramphinae,",Hemiramphinae,5989,6003,4.22,1,NO_ANNOT,,,Exact,0,"Hemiramphinae Gill, 1859",Hemiramphinae,urn:lsid:marinespecies.org:taxname:267054,9,WoRMS,
15,"Callinidea,",Callinidea,6099,6110,5.66,1,NO_ANNOT,,,Exact,0,"Callinidea Hoeven, 1850",Callinidea,urn:lsid:irmng.org:taxname:1437494,181,IRMNG,
