Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,Acer,Acer,28,32,2.96,1,NO_ANNOT,,,Exact,0,Acer L.,Acer,MLD,1,Catalogue of Life,
1,Achatinella,Achatinella,37,48,6.49,1,NO_ANNOT,,,Exact,0,"Achatinella Swainson, 1828",Achatinella,7NMQT,1,Catalogue of Life,
2,Achyrodon,Achyrodon,83,92,4.18,1,NO_ANNOT,,,Exact,0,"Achyrodon Owen, 1871",Achyrodon,urn:lsid:irmng.org:taxname:1421589,181,IRMNG,
3,Aclis,Aclis,102,107,3.43,1,NO_ANNOT,,,Exact,0,"Aclis Lovén, 1846",Aclis,7NMS9,1,Catalogue of Life,
4,Aclisina,Aclisina,112,120,3.96,1,NO_ANNOT,,,Exact,0,"Aclisina de Koninck, 1881",Aclisina,7NMX4,1,Catalogue of Life,
5,Acrosoma,Acrosoma,125,133,4.94,1,NO_ANNOT,,,Exact,0,"Acrosoma Perty, 1833",Acrosoma,urn:lsid:irmng.org:taxname:1349614,181,IRMNG,
6,Adeorbis,Adeorbis,192,200,4.66,1,NO_ANNOT,,,Exact,0,"Adeorbis S. V. Wood, 1842",Adeorbis,urn:lsid:irmng.org:taxname:1195715,181,IRMNG,
7,Aetheria,Aetheria,205,213,4.68,1,NO_ANNOT,,,Exact,0,"Aetheria Agassiz, 1846",Aetheria,urn:lsid:irmng.org:taxname:1423855,181,IRMNG,
8,Agalena,Agalena,218,225,5.06,1,NO_ANNOT,,,Exact,0,"Agalena Thorell, 1870",Agalena,urn:lsid:irmng.org:taxname:1388525,181,IRMNG,
9,Agamonema,Agamonema,240,249,5.75,1,NO_ANNOT,,,Exact,0,"Agamonema Diesing, 1851",Agamonema,urn:lsid:irmng.org:taxname:1001161,181,IRMNG,
10,Ailuropus,Ailuropus,274,283,5.90,1,NO_ANNOT,,,Exact,0,"Ailuropus Milne-Edwards, 1871",Ailuropus,urn:lsid:irmng.org:taxname:1394608,181,IRMNG,
11,Albacora,Albacora,296,304,5.89,1,NO_ANNOT,,,Exact,0,"Albacora Jordan, 1888",Albacora,urn:lsid:irmng.org:taxname:1200067,181,IRMNG,
12,Alces,Alces,309,314,2.44,1,NO_ANNOT,,,Exact,0,"Alces Gray, 1821",Alces,RKW,1,Catalogue of Life,
13,Aligena,Aligena,318,325,5.06,1,NO_ANNOT,,,Exact,0,"Aligena H. C. Lea, 1843",Aligena,7NNK8,1,Catalogue of Life,
14,Amastra,Amastra,390,397,4.49,1,NO_ANNOT,,,Exact,0,"Amastra H. Adams & A. Adams, 1855",Amastra,7NYTV,1,Catalogue of Life,
15,Amblotherium,Amblotherium,436,448,5.81,1,NO_ANNOT,,,Exact,0,"Amblotherium Owen, 1871",Amblotherium,urn:lsid:irmng.org:taxname:1444049,181,IRMNG,
16,Amphistomum,Amphistomum,522,533,5.67,1,NO_ANNOT,,,Exact,0,"Amphistomum Nitzsch, 1819",Amphistomum,urn:lsid:marinespecies.org:taxname:1338038,9,WoRMS,
17,Amphitylus,Amphitylus,574,584,6.09,1,NO_ANNOT,,,Exact,0,"Amphitylus Osborn, 1887",Amphitylus,urn:lsid:irmng.org:taxname:1422306,181,IRMNG,
18,Anachis,Anachis,594,601,2.65,1,NO_ANNOT,,,Exact,0,"Anachis H. Adams & A. Adams, 1853",Anachis,7NNYL,1,Catalogue of Life,
19,Anchorella,Anchorella,606,616,6.37,1,NO_ANNOT,,,Exact,0,"Anchorella Nordmann, 1832",Anchorella,urn:lsid:irmng.org:taxname:1292357,181,IRMNG,
20,Anculosa,Anculosa,621,629,4.61,1,NO_ANNOT,,,Exact,0,"Anculosa Say, 1821",Anculosa,urn:lsid:irmng.org:taxname:1008122,181,IRMNG,
21,Anodonta,Anodonta,634,642,3.46,1,NO_ANNOT,,,Exact,0,"Anodonta Lamarck, 1799",Anodonta,7NP65,1,Catalogue of Life,
22,Anomia,Anomia,652,658,4.07,1,NO_ANNOT,,,Exact,0,"Anomia Linnaeus, 1758",Anomia,7NP6N,1,Catalogue of Life,
23,Anomphalus,Anomphalus,663,673,6.09,1,NO_ANNOT,,,Exact,0,"Anomphalus Meek & Worthen, 1866",Anomphalus,7NQ4L,1,Catalogue of Life,
24,Antedon,Antedon,678,685,3.76,1,NO_ANNOT,,,Exact,0,"Antedon de Fréminville, 1811",Antedon,87DCS,1,Catalogue of Life,
25,Antilope,Antilope,705,713,2.65,1,NO_ANNOT,,,Exact,0,"Antilope Pallas, 1766",Antilope,62DF9,1,Catalogue of Life,
26,Apiocrinus,Apiocrinus,760,770,5.93,1,NO_ANNOT,,,Exact,0,"Apiocrinus Agassiz, 1836",Apiocrinus,urn:lsid:irmng.org:taxname:1276429,181,IRMNG,
27,Aplysia,Aplysia,775,782,3.64,1,NO_ANNOT,,,Exact,0,"Aplysia Linnaeus, 1767",Aplysia,7NPDX,1,Catalogue of Life,
28,Arenaria,Arenaria,801,809,4.68,1,NO_ANNOT,,,Exact,0,Arenaria L.,Arenaria,4GD,1,Catalogue of Life,
29,Argiope,Argiope,819,826,2.40,1,NO_ANNOT,,,Exact,0,"Argiope Eudes-Deslongchamps, 1842",Argiope,87DGK,1,Catalogue of Life,
