Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,Caniisnella platyodon,Caniisnella platyodon,2571,2592,5.90,2,NO_ANNOT,,,NoMatch,,,,,,,,
1,Caracolus,Caracolus,7144,7153,5.92,1,NO_ANNOT,,,Exact,0,"Caracolus Montfort, 1810",Caracolus,7NRVB,1,Catalogue of Life,
2,Dentellaria,Dentellaria,7196,7207,5.14,1,NO_ANNOT,,,Exact,0,"Dentellaria Schumacher, 1817",Dentellaria,7P2VT,1,Catalogue of Life,
3,"Punctum'),",Punctum,7977,7987,4.47,1,NO_ANNOT,,,Exact,0,"Punctum Morse, 1864",Punctum,7PF8V,1,Catalogue of Life,
4,Macroon.,Macroon,8220,8228,3.17,1,NO_ANNOT,,,Exact,0,"Macroon Pilsbry in Tryon & Pilsbry, 1891",Macroon,urn:lsid:irmng.org:taxname:1382787,181,IRMNG,
5,Dentellaria,Dentellaria,8491,8502,5.14,1,NO_ANNOT,,,Exact,0,"Dentellaria Schumacher, 1817",Dentellaria,7P2VT,1,Catalogue of Life,
6,Haplogona.,Haplogona,8915,8925,4.02,1,NO_ANNOT,,,Exact,0,"Haplogona Cook, 1895",Haplogona,7PJCN,1,Catalogue of Life,
7,"MACROON""",Macroon,9007,9015,3.17,1,NO_ANNOT,,,Exact,0,"Macroon Pilsbry in Tryon & Pilsbry, 1891",Macroon,urn:lsid:irmng.org:taxname:1382787,181,IRMNG,
8,ACAVUS,Acavus,9457,9463,3.75,1,NO_ANNOT,,,Exact,0,"Acavus Montfort, 1810",Acavus,7NYNF,1,Catalogue of Life,
9,PYROCHILUS,Pyrochilus,9616,9626,6.09,1,NO_ANNOT,,,Exact,0,"Pyrochilus Pilsbry, 1893",Pyrochilus,7PFDX,1,Catalogue of Life,
10,STYLODONTA,Stylodonta,9800,9810,3.79,1,NO_ANNOT,,,Exact,0,"Stylodonta De Cristofori & Jan, 1832",Stylodonta,7PHPY,1,Catalogue of Life,
11,HELICOPHANTA,Helicophanta,10068,10080,4.15,1,NO_ANNOT,,,Exact,0,"Helicophanta A. Férussac, 1821",Helicophanta,7P4XL,1,Catalogue of Life,
12,Phania,Phania,10214,10220,3.32,1,NO_ANNOT,,,Exact,0,Phania DC.,Phania,6MTK,1,Catalogue of Life,
13,Diptera,Diptera,10296,10303,4.73,1,NO_ANNOT,,,Exact,0,Diptera Borkh.,Diptera,5T8Z6,1,Catalogue of Life,
14,Meigen,Meigen,10317,10323,0.54,1,NO_ANNOT,,,Exact,0,"Cryphia (Meigen) Meigen, 1830",Meigen,918956,2,Wikispecies,
15,Helix pyrostoma,Helix pyrostoma,10340,10355,9.01,2,NO_ANNOT,,,Exact,0,"Helix pyrostoma Férussac, 1821",Helix pyrostoma,7RMKN,1,Catalogue of Life,
16,Cressa,Cressa,11315,11321,4.02,1,NO_ANNOT,,,Exact,0,"Cressa Boeck, 1871",Cressa,7NTS7,1,Catalogue of Life,
17,"Arianta,",Arianta,12269,12277,3.21,1,NO_ANNOT,,,Exact,0,"Arianta W. Turton, 1831",Arianta,7NR52,1,Catalogue of Life,
18,"Elona,",Elona,12289,12295,3.17,1,NO_ANNOT,,,Exact,0,"Elona H. Adams & A. Adams, 1855",Elona,7P3D7,1,Catalogue of Life,
19,"Isognomostoma,""",Isognomostoma,12308,12323,5.72,1,NO_ANNOT,,,Exact,0,"Isognomostoma Fitzinger, 1833",Isognomostoma,7P5ZB,1,Catalogue of Life,
20,"Pomatia,",Pomatia,12324,12332,4.87,1,NO_ANNOT,,,Exact,0,"Pomatia Beck, 1837",Pomatia,urn:lsid:irmng.org:taxname:1317790,181,IRMNG,
21,"Eremina,",Eremina,12333,12341,3.72,1,NO_ANNOT,,,Exact,0,"Eremina L. Pfeiffer, 1855",Eremina,7P3KT,1,Catalogue of Life,
22,"Macularia,",Macularia,12342,12352,4.85,1,NO_ANNOT,,,Exact,0,"Macularia Albers, 1850",Macularia,7P885,1,Catalogue of Life,
