Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
NOTES	note	NOUN	NNS	ROOT	NOTES		True	False	False
ON	on	ADP	IN	prep	NOTES		True	False	True
THE	the	DET	DT	det	CARIDEA		True	False	True
NORTH	north	ADJ	JJ	amod	AMERICAN	NORP	True	False	False
AMERICAN	american	ADJ	JJ	amod	CARIDEA	NORP	True	False	False
CARIDEA	CARIDEA	PROPN	NNP	pobj	ON		True	False	False
IN	in	ADP	IN	prep	CARIDEA		True	False	True
THE	the	DET	DT	det	MUSEUM		True	False	True
MUSEUM	MUSEUM	PROPN	NNP	pobj	IN		True	False	False
OF	of	ADP	IN	prep	MUSEUM		True	False	True
THE	the	DET	DT	pobj	OF		True	False	True
BY	by	ADP	IN	agent	THE		True	False	True
J.	J.	PROPN	NNP	compound	KINGSLEY	PERSON	False	False	False
S.	S.	PROPN	NNP	compound	KINGSLEY	PERSON	False	False	False
KINGSLEY	KINGSLEY	PROPN	NNP	pobj	BY	PERSON	True	False	False
.	.	PUNCT	.	punct	NOTES		False	True	False
"
"	"
"	SPACE	_SP	punct	is		False	False	False
The	the	DET	DT	det	paper		True	False	True
following	follow	VERB	VBG	amod	paper		True	False	False
paper	paper	NOUN	NN	nsubj	is		True	False	False
is	be	AUX	VBZ	ROOT	is		True	False	True
merely	merely	ADV	RB	advmod	preliminary		True	False	False
preliminary	preliminary	ADJ	JJ	acomp	is		True	False	False
to	to	ADP	IN	prep	preliminary		True	False	True
a	a	DET	DT	det	monograph		True	False	True
proposed	propose	VERB	VBN	amod	monograph		True	False	False
monograph	monograph	NOUN	NN	pobj	to		True	False	False
of	of	ADP	IN	prep	monograph		True	False	True
the	the	DET	DT	det	shrimps		True	False	True
North	north	ADJ	JJ	amod	American	NORP	True	False	False
American	american	ADJ	JJ	amod	shrimps	NORP	True	False	False
shrimps	shrimp	NOUN	NNS	pobj	of		True	False	False
.	.	PUNCT	.	punct	is		False	True	False
"
"	"
"	SPACE	_SP	punct	return		False	False	False
I	I	PRON	PRP	nsubj	return		True	False	True
would	would	AUX	MD	aux	return		True	False	True
here	here	ADV	RB	advmod	return		True	False	True
return	return	VERB	VB	ROOT	return		True	False	False
thanks	thank	NOUN	NNS	dobj	return		True	False	False
to	to	ADP	IN	prep	return		True	False	True
Prof.	Prof.	PROPN	NNP	compound	Smith		False	False	False
S.	S.	PROPN	NNP	compound	Smith	PERSON	False	False	False
I.	I.	PROPN	NNP	compound	Smith	PERSON	False	False	False
Smith	Smith	PROPN	NNP	pobj	to	PERSON	True	False	False
,	,	PUNCT	,	punct	Smith		False	True	False
of	of	ADP	IN	prep	Smith		True	False	True
Yale	Yale	PROPN	NNP	compound	College	ORG	True	False	False
College	College	PROPN	NNP	pobj	of	ORG	True	False	False
,	,	PUNCT	,	punct	Smith		False	True	False
for	for	ADP	IN	prep	return		True	False	True
many	many	ADJ	JJ	amod	favors		True	False	True
favors	favor	NOUN	NNS	pobj	for		True	False	False
received	receive	VERB	VBN	acl	favors		True	False	False
.	.	PUNCT	.	punct	return		False	True	False
"
"	"
"	SPACE	_SP	compound	Fabricius		False	False	False
CRANGONIDiE.	CRANGONIDiE.	PROPN	NNP	compound	Fabricius		False	False	False
"
"	"
"	SPACE	_SP	punct	CRANGONIDiE.		False	False	False
CRANGON	CRANGON	PROPN	NNP	compound	Fabricius		True	False	False
Fabricius	Fabricius	PROPN	NNP	ROOT	Fabricius		True	False	False
.	.	PUNCT	.	punct	Fabricius		False	True	False
"
"	"
"	SPACE	_SP	compound	Fabr		False	False	False
Crangon	Crangon	PROPN	NNP	compound	Fabr	TAXA	True	False	False
vulgaris	vulgaris	PROPN	NNP	compound	Fabr	TAXA	True	False	False
Fabr	Fabr	PROPN	NNP	ROOT	Fabr		True	False	False
.	.	PUNCT	.	punct	Fabr		False	True	False
"
"	"
"	SPACE	_SP	punct	find		False	False	False
I	I	PRON	PRP	nsubj	find		True	False	True
find	find	VERB	VBP	ROOT	find		True	False	False
this	this	DET	DT	det	species		True	False	True
species	species	NOUN	NN	dobj	find		True	False	False
in	in	ADP	IN	prep	find		True	False	True
collections	collection	NOUN	NNS	pobj	in		True	False	False
made	make	VERB	VBN	acl	collections		True	False	True
by	by	ADP	IN	agent	made		True	False	True
Dr.	Dr.	PROPN	NNP	compound	Packard		False	False	False
Packard	Packard	PROPN	NNP	pobj	by	PERSON	True	False	False
at	at	ADP	IN	prep	made		True	False	True
Fort	Fort	PROPN	NNP	compound	Macon	FAC	True	False	False
Macon	Macon	PROPN	NNP	pobj	at	FAC	True	False	False
,	,	PUNCT	,	punct	Macon		False	True	False
X.	X.	PROPN	NNP	compound	C.		False	False	False
C.	C.	PROPN	NNP	punct	find		False	False	False
I	I	PRON	PRP	nsubjpass	inclined		True	False	True
should	should	AUX	MD	aux	inclined		True	False	True
be	be	AUX	VB	auxpass	inclined		True	False	True
inclined	incline	VERB	VBN	ROOT	inclined		True	False	False
to	to	PART	TO	aux	call		True	False	True
call	call	VERB	VB	xcomp	inclined		True	False	True
the	the	DET	DT	det	Allmanni		True	False	True
Steiracrangon	Steiracrangon	PROPN	NNP	compound	Allmanni	TAXA	True	False	False
Allmanni	Allmanni	PROPN	NNP	dobj	call		True	False	False
of	of	ADP	IN	prep	Allmanni		True	False	True
Kinahan	Kinahan	PROPN	NNP	pobj	of	PERSON	True	False	False
(	(	PUNCT	-LRB-	punct	call		False	True	False
Proc	Proc	PROPN	NNP	npadvmod	call		True	False	False
.	.	PROPN	NNP	npadvmod	call		False	True	False
"
"	"
"	SPACE	_SP	punct	inclined		False	False	False
Ro}-	Ro}-	PROPN	NNP	punct	inclined		False	False	False
.	.	PUNCT	.	punct	Ro}-		False	True	False
"
"	"
"	SPACE	_SP	punct	inclined		False	False	False
Irish	Irish	PROPN	NNP	compound	Acad		True	False	False
Acad	Acad	PROPN	NNP	npadvmod	inclined		True	False	False
.	.	PROPN	NNP	appos	Acad		False	True	False
"
"	"
"	SPACE	_SP	punct	Acad		False	False	False
18()2	18()2	NUM	CD	appos	Acad		False	False	False
,	,	PUNCT	,	punct	18()2		False	True	False
vii	vii	NOUN	NN	appos	18()2		True	False	False
.	.	NOUN	NN	appos	vii		False	True	False
