Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
REPORT	report	NOUN	NN	ROOT	REPORT		True	False	False
ON	on	ADP	IN	prep	REPORT		True	False	True
THE	the	DET	DT	det	BRACHIOPODA		True	False	True
BRACHIOPODA	BRACHIOPODA	PROPN	NNP	pobj	ON	LOC	True	False	False
OF	of	ADP	IN	prep	BRACHIOPODA		True	False	True
ALASKA	ALASKA	PROPN	NNP	pobj	OF	GPE	True	False	False
AND	and	CCONJ	CC	cc	BRACHIOPODA		True	False	True
THE	the	DET	DT	det	SHORES		True	False	True
ADJACENT	adjacent	ADJ	JJ	amod	SHORES		True	False	False
SHORES	SHORES	PROPN	NNPS	conj	BRACHIOPODA		True	False	False
OF	of	ADP	IN	prep	SHORES		True	False	True
NORTHWEST	northwest	ADJ	JJ	compound	AMERICA		True	False	False
AMERICA	AMERICA	PROPN	NNP	pobj	OF	GPE	True	False	False
.	.	PUNCT	.	punct	REPORT		False	True	False
"
"	"
"	SPACE	_SP	punct	am		False	False	False
BY	by	ADP	IN	advcl	am		True	False	True
W.	W.	PROPN	NNP	compound	BALL	PERSON	False	False	False
H.	H.	PROPN	NNP	compound	BALL	PERSON	False	False	False
BALL	BALL	PROPN	NNP	pobj	BY	PERSON	True	False	False
,	,	PUNCT	,	punct	BALL		False	True	False
SMITHSONIAN	SMITHSONIAN	PROPN	NNP	compound	INSTITUTION	ORG	True	False	False
INSTITUTION	INSTITUTION	PROPN	NNP	appos	BALL	ORG	True	False	False
,	,	PUNCT	,	punct	am		False	True	False
Having	have	VERB	VBG	advcl	am		True	False	False
during	during	ADP	IN	prep	Having		True	False	True
the	the	DET	DT	det	3'ears	DATE	True	False	True
last	last	ADJ	JJ	amod	3'ears	DATE	True	False	True
ten	ten	NUM	CD	nummod	3'ears	DATE	True	False	True
3'ears	3'ear	NOUN	NNS	pobj	during	DATE	False	False	False
bad	bad	ADJ	JJ	amod	during		True	False	False
an	an	DET	DT	det	opportunity		True	False	True
opportunity	opportunity	NOUN	NN	dobj	Having		True	False	False
of	of	ADP	IN	prep	opportunity		True	False	True
examining	examine	VERB	VBG	pcomp	of		True	False	False
nearly	nearly	ADV	RB	advmod	all		True	False	False
all	all	DET	PDT	nummod	material		True	False	True
the	the	DET	DT	det	material		True	False	True
known	know	VERB	VBN	amod	material		True	False	False
material	material	NOUN	NN	dobj	examining		True	False	False
,	,	PUNCT	,	punct	material		False	True	False
much	much	ADJ	JJ	nsubjpass	derived		True	False	True
of	of	ADP	IN	prep	much		True	False	True
which	which	DET	WDT	pobj	of		True	False	True
is	be	AUX	VBZ	auxpass	derived		True	False	True
derived	derive	VERB	VBN	relcl	material		True	False	False
from	from	ADP	IN	prep	derived		True	False	True
the	the	DET	DT	det	collections		True	False	True
collections	collection	NOUN	NNS	pobj	from		True	False	False
of	of	ADP	IN	prep	collections		True	False	True
myself	myself	PRON	PRP	pobj	of		True	False	True
and	and	CCONJ	CC	cc	myself		True	False	True
party	party	NOUN	NN	conj	myself		True	False	False
during	during	ADP	IN	prep	collections		True	False	True
the	the	DET	DT	det	period		True	False	True
period	period	NOUN	NN	pobj	during		True	False	False
mentioned	mention	VERB	VBN	acl	period		True	False	False
,	,	PUNCT	,	punct	am		False	True	False
I	I	PRON	PRP	nsubj	am		True	False	True
am	be	AUX	VBP	ROOT	am		True	False	True
able	able	ADJ	JJ	acomp	am		True	False	False
to	to	PART	TO	aux	present		True	False	True
present	present	VERB	VB	xcomp	able		True	False	False
what	what	PRON	WP	nsubj	appears		True	False	True
appears	appear	VERB	VBZ	ccomp	present		True	False	False
to	to	PART	TO	aux	be		True	False	True
be	be	VERB	VB	xcomp	appears		True	False	True
a	a	DET	DT	det	synopsis		True	False	True
tolerably	tolerably	ADV	RB	advmod	complete		True	False	False
complete	complete	ADJ	JJ	amod	synopsis		True	False	False
synopsis	synopsis	NOUN	NN	attr	be		True	False	False
of	of	ADP	IN	prep	synopsis		True	False	True
