Token	Lemma	POS	Tag	Dependency	Head	Ent Type	IsAlpha	IsPunct	IsStop
OBSERVATIONS	observation	NOUN	NNS	ROOT	OBSERVATIONS		True	False	False
UPON	upon	SCONJ	IN	prep	OBSERVATIONS		True	False	True
THE	the	DET	DT	det	DEVELOPMENT		True	False	True
DEVELOPMENT	development	NOUN	NN	pobj	UPON		True	False	False
OF	of	ADP	IN	prep	DEVELOPMENT		True	False	True
THE	the	DET	DT	det	SKULL		True	False	True
SKULL	skull	NOUN	NN	pobj	OF		True	False	False
IN	in	ADP	IN	prep	SKULL		True	False	True
NEOTOMA	NEOTOMA	PROPN	NNP	compound	FUSCIPES		True	False	False
FUSCIPES	FUSCIPES	PROPN	NNP	pobj	IN		True	False	False
;	;	PUNCT	:	punct	OBSERVATIONS		False	True	False
A	a	DET	DT	det	CONTRIBUTION		True	False	True
CONTRIBUTION	contribution	NOUN	NN	appos	OBSERVATIONS		True	False	False
TO	to	ADP	IN	prep	CONTRIBUTION		True	False	True
THE	the	DET	DT	det	MORPHOLOGY		True	False	True
MORPHOLOGY	morphology	NOUN	NN	pobj	TO		True	False	False
OF	of	ADP	IN	prep	MORPHOLOGY		True	False	True
THE	the	DET	DT	det	RODENTIA		True	False	True
RODENTIA	rodentia	NOUN	NN	pobj	OF		True	False	False
BY	by	ADP	IN	agent	CONTRIBUTION		True	False	True
R.	R.	PROPN	NNP	compound	SHUFELDT		False	False	False
W.	W.	PROPN	NNP	compound	SHUFELDT		False	False	False
SHUFELDT	SHUFELDT	PROPN	NNP	pobj	BY		True	False	False
,	,	PUNCT	,	punct	SHUFELDT		False	True	False
C.	C.	PROPN	NNP	compound	S.		False	False	False
M.	M.	PROPN	NNP	compound	S.		False	False	False
Z.	Z.	PROPN	NNP	compound	S.		False	False	False
S.	S.	PROPN	NNP	appos	SHUFELDT		False	False	False
While	while	SCONJ	IN	mark	collecting		True	False	True
collecting	collect	VERB	VBG	advcl	secured		True	False	False
in	in	ADP	IN	prep	collecting		True	False	True
the	the	DET	DT	det	vicinity		True	False	True
vicinity	vicinity	NOUN	NN	pobj	in		True	False	False
of	of	ADP	IN	prep	vicinity		True	False	True
San	San	PROPN	NNP	compound	Bernardino	GPE	True	False	False
Bernardino	Bernardino	PROPN	NNP	pobj	of	GPE	True	False	False
,	,	PUNCT	,	punct	Bernardino		False	True	False
California	California	PROPN	NNP	appos	Bernardino	GPE	True	False	False
,	,	PUNCT	,	punct	collecting		False	True	False
daring	dare	VERB	VBG	prep	collecting		True	False	False
the	the	DET	DT	det	spring	DATE	True	False	True
spring	spring	NOUN	NN	pobj	daring	DATE	True	False	False
of	of	ADP	IN	prep	spring	DATE	True	False	True
1887	1887	NUM	CD	pobj	of	DATE	False	False	False
,	,	PUNCT	,	punct	secured		False	True	False
Mr.	Mr.	PROPN	NNP	compound	Stephens		False	False	False
F.	F.	PROPN	NNP	compound	Stephens	PERSON	False	False	False
Stephens	Stephens	PROPN	NNP	nsubj	secured	PERSON	True	False	False
secured	secure	VERB	VBD	ROOT	secured		True	False	False
a	a	DET	DT	det	specimen		True	False	True
female	female	ADJ	JJ	amod	specimen		True	False	False
specimen	specimen	NOUN	NN	dobj	secured		True	False	False
of	of	ADP	IN	prep	specimen		True	False	True
Neotoma	Neotoma	PROPN	NNP	compound	fuscipes	TAXA	True	False	False
fuscipes	fuscipe	NOUN	NNS	pobj	of	TAXA	True	False	False
which	which	DET	WDT	nsubj	was		True	False	True
was	be	VERB	VBD	relcl	specimen		True	False	True
far	far	ADV	RB	advmod	advanced		True	False	False
advanced	advanced	ADJ	JJ	acomp	was		True	False	False
in	in	ADP	IN	prep	advanced		True	False	True
pregnancy	pregnancy	NOUN	NN	pobj	in		True	False	False
at	at	ADP	IN	prep	was		True	False	True
the	the	DET	DT	det	time		True	False	True
time	time	NOUN	NN	pobj	at		True	False	False
of	of	ADP	IN	prep	time		True	False	True
capture	capture	NOUN	NN	pobj	of		True	False	False
.	.	PUNCT	.	punct	secured		False	True	False
"
"	"
"	SPACE	_SP	punct	is		False	False	False
From	from	ADP	IN	prep	obtained		True	False	True
this	this	DET	DT	det	source		True	False	True
source	source	NOUN	NN	pobj	From		True	False	False
I	I	PRON	PRP	nsubj	obtained		True	False	True
obtained	obtain	VERB	VBD	ccomp	is		True	False	False
an	an	DET	DT	det	embryo		True	False	True
embryo	embryo	NOUN	NN	dobj	obtained		True	False	False
of	of	ADP	IN	prep	embryo		True	False	True
this	this	DET	DT	det	rat		True	False	True
wood	wood	NOUN	NN	compound	rat		True	False	False
rat	rat	NOUN	NN	pobj	of		True	False	False
,	,	PUNCT	,	punct	obtained		False	True	False
and	and	CCONJ	CC	cc	obtained		True	False	True
am	be	VERB	VBP	conj	obtained		True	False	True
under	under	ADP	IN	prep	am		True	False	True
great	great	ADJ	JJ	amod	obligations		True	False	False
obligations	obligation	NOUN	NNS	pobj	under		True	False	False
to	to	ADP	IN	prep	obligations		True	False	True
