Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
13,Plaxiphora petholata,Plaxiphora petholata,2222,2242,14.13,2,NO_ANNOT,,,Exact,0,"Plaxiphora petholata (G. B. Sowerby II, 1840)",Plaxiphora petholata,7SR6L,1,Catalogue of Life,
14,Acanthochites costatus,Acanthochites costatus,2243,2265,11.55,2,NO_ANNOT,,,Exact,0,"Acanthochites costatus H. Adams & Angas, 1864",Acanthochites costatus,64CF5,1,Catalogue of Life,
15,Microplax,Microplax,2293,2302,4.18,1,NO_ANNOT,,,Exact,0,Microplax,Microplax,5S8Y,1,Catalogue of Life,
16,Cryptoplax,Cryptoplax,2309,2319,4.35,1,NO_ANNOT,,,Exact,0,"Cryptoplax Blainville, 1818",Cryptoplax,7NTX7,1,Catalogue of Life,
17,Ischnochiton australis,Ischnochiton australis,2350,2372,11.00,2,NO_ANNOT,,,Exact,0,"Ischnochiton australis (G. B. Sowerby II, 1840)",Ischnochiton australis,3Q4LJ,1,Catalogue of Life,
18,Chiton jugosus,Chiton jugosus,2379,2393,7.84,2,NO_ANNOT,,,Exact,0,"Chiton jugosus Gould, 1846",Chiton jugosus,7QNBB,1,Catalogue of Life,
19,Isc'lmochiton lentiginosus,Isc�lmochiton lentiginosus,2400,2426,5.09,2,NO_ANNOT,,,NoMatch,,,,,,,,
20,Chiton muricatus,Chiton muricatus,2434,2450,8.81,2,NO_ANNOT,,,Exact,0,"Chiton muricatus A. Adams, 1852",Chiton muricatus,7QNC6,1,Catalogue of Life,
21,Ischnochiton smaragdinus,Ischnochiton smaragdinus,2472,2496,11.37,2,NO_ANNOT,,,Exact,0,"Ischnochiton smaragdinus (Angas, 1867)",Ischnochiton smaragdinus,3Q4Q9,1,Catalogue of Life,
22,Ischuochiton divergens,Ischuochiton divergens,2504,2526,3.83,2,NO_ANNOT,,,NoMatch,,,,,,,,
23,Ischnochiton,Ischnochiton,2555,2567,3.70,1,NO_ANNOT,,,Exact,0,"Ischnochiton Gray, 1847",Ischnochiton,7P5XK,1,Catalogue of Life,
24,Callistochiton,Callistochiton,2582,2596,4.02,1,NO_ANNOT,,,Exact,0,"Callistochiton Carpenter [in Dall] , 1879",Callistochiton,7NRLD,1,Catalogue of Life,
25,Tonicia,Tonicia,2611,2618,5.30,1,NO_ANNOT,,,Exact,0,"Tonicia Gray, 1847",Tonicia,7PJMD,1,Catalogue of Life,
26,Callochiton platessa,Callochiton platessa,2635,2655,9.71,2,NO_ANNOT,,,Exact,0,"Callochiton platessa sensu Leloup, 1981 not Gould, 1846",Callochiton platessa,7QJLG,1,Catalogue of Life,
27,Onithochiton,Onithochiton,2662,2674,3.70,1,NO_ANNOT,,,Exact,0,"Onithochiton Gray, 1847",Onithochiton,7PB8T,1,Catalogue of Life,
28,Liolophura,Liolophura,2676,2686,5.65,1,NO_ANNOT,,,Exact,0,"Liolophura Pilsbry, 1893",Liolophura,7P7M5,1,Catalogue of Life,
29,Loricella,Loricella,2723,2732,6.20,1,NO_ANNOT,,,Exact,0,"Loricella Pilsbry, 1893",Loricella,7P7VF,1,Catalogue of Life,
30,Plaxiphora petholata,Plaxiphora petholata,2747,2767,14.13,2,NO_ANNOT,,,Exact,0,"Plaxiphora petholata (G. B. Sowerby II, 1840)",Plaxiphora petholata,7SR6L,1,Catalogue of Life,
31,Loboplax costatus,Loboplax costatus,2777,2794,11.57,2,NO_ANNOT,,,PartialExact,0,"Loboplax Pilsbry, 1893",Loboplax,urn:lsid:marinespecies.org:taxname:582320,9,WoRMS,
32,Meturoplax retrojectus,Meturoplax retrojectus,2817,2839,12.49,2,NO_ANNOT,,,PartialExact,0,"Meturoplax Pilsbry, 1894",Meturoplax,urn:lsid:irmng.org:taxname:1060853,181,IRMNG,
33,Choriplax,Choriplax,2893,2902,4.18,1,NO_ANNOT,,,Exact,0,"Choriplax Pilsbry, 1894",Choriplax,7NSSD,1,Catalogue of Life,
34,Cryptoplax striatus,Cryptoplax striatus,2923,2942,11.91,2,NO_ANNOT,,,Exact,0,"Cryptoplax striatus (Lamarck, 1819)",Cryptoplax striatus,ZYW9,1,Catalogue of Life,
35,Lepidopleurus vstulatus,Lepidopleurus vstulatus,3007,3030,8.74,2,NO_ANNOT,,,PartialExact,0,"Lepidopleurus Risso, 1826",Lepidopleurus,7P775,1,Catalogue of Life,
36,Tonicia,Tonicia,3031,3038,5.30,1,NO_ANNOT,,,Exact,0,"Tonicia Gray, 1847",Tonicia,7PJMD,1,Catalogue of Life,
37,Microplax,Microplax,3072,3081,4.18,1,NO_ANNOT,,,Exact,0,Microplax,Microplax,5S8Y,1,Catalogue of Life,
38,Lucilina.,Lucilina,3214,3223,3.96,1,NO_ANNOT,,,Exact,0,"Lucilina Dall, 1882",Lucilina,7P7XP,1,Catalogue of Life,
39,Cluetopleura rugosa may,Cluetopleura rugosa may,3231,3254,3.83,3,NO_ANNOT,,,NoMatch,,,,,,,,
40,Plaxiphora,Plaxiphora,3275,3285,6.23,1,NO_ANNOT,,,Exact,0,"Plaxiphora Gray, 1847",Plaxiphora,87H2S,1,Catalogue of Life,
41,Microplax,Microplax,3357,3366,4.18,1,NO_ANNOT,,,Exact,0,Microplax,Microplax,5S8Y,1,Catalogue of Life,
42,CALLOCHITON,Callochiton,3887,3898,3.47,1,NO_ANNOT,,,Exact,0,"Callochiton Gray, 1847",Callochiton,7NRMZ,1,Catalogue of Life,
43,Callochiton platessa,Callochiton platessa,3905,3925,9.71,2,NO_ANNOT,,,Exact,0,"Callochiton platessa sensu Leloup, 1981 not Gould, 1846",Callochiton platessa,7QJLG,1,Catalogue of Life,
44,Callochiton,Callochiton,4137,4148,3.47,1,NO_ANNOT,,,Exact,0,"Callochiton Gray, 1847",Callochiton,7NRMZ,1,Catalogue of Life,
45,Trachyradsia,Trachyradsia,4150,4162,4.58,1,NO_ANNOT,,,Exact,0,"Trachyradsia Dall, 1878",Trachyradsia,urn:lsid:irmng.org:taxname:1004972,181,IRMNG,
46,ISCHNOCHITON,Ischnochiton,4192,4204,3.70,1,NO_ANNOT,,,Exact,0,"Ischnochiton Gray, 1847",Ischnochiton,7P5XK,1,Catalogue of Life,
47,Chiton crispus,Chiton crispus,5414,5428,7.15,2,NO_ANNOT,,,Exact,0,"Chiton crispus Reeve, 1847",Chiton crispus,urn:lsid:marinespecies.org:taxname:387113,9,WoRMS,
48,C. pallidns,C. pallidns,5501,5512,4.22,2,NO_ANNOT,,,NoMatch,,,,,,,,
49,Chiton longicymba,Chiton longicymba,5572,5589,6.32,2,NO_ANNOT,,,Exact,0,"Chiton longicymba Quoy & Gaimard, 1835",Chiton longicymba,5XVQ5,1,Catalogue of Life,
50,Ischnochiton fruticosus,Ischnochiton fruticosus,5696,5719,10.92,2,NO_ANNOT,,,Exact,0,"Ischnochiton fruticosus (Gould, 1846)",Ischnochiton fruticosus,3Q4MX,1,Catalogue of Life,
51,Ischnochiton divergens,Ischnochiton divergens,6242,6264,10.13,2,NO_ANNOT,,,PartialExact,0,"Ischnochiton Gray, 1847",Ischnochiton,7P5XK,1,Catalogue of Life,
52,Ischnochiton,Ischnochiton,6367,6379,3.70,1,NO_ANNOT,,,Exact,0,"Ischnochiton Gray, 1847",Ischnochiton,7P5XK,1,Catalogue of Life,
53,Ischnoradsia australis,Ischnoradsia australis,6380,6402,11.88,2,NO_ANNOT,,,Exact,0,"Ischnoradsia australis (G. B. Sowerby II, 1840)",Ischnoradsia australis,urn:lsid:marinespecies.org:taxname:760260,9,WoRMS,
54,Ischnochiton,Ischnochiton,6427,6439,3.70,1,NO_ANNOT,,,Exact,0,"Ischnochiton Gray, 1847",Ischnochiton,7P5XK,1,Catalogue of Life,
55,Haploplax smaragdinus,Haploplax smaragdinus,6440,6461,11.85,2,NO_ANNOT,,,PartialExact,0,"Haploplax Pilsbry, 1894",Haploplax,urn:lsid:marinespecies.org:taxname:818303,9,WoRMS,
56,Rich brown speckled,Rich brown speckled,6865,6884,,3,NO_ANNOT,,,NoMatch,,,,,,,,
57,I. smaragdinus picturatus,I. smaragdinus picturatus,7085,7110,13.00,3,NO_ANNOT,,,NoMatch,,,,,,,,
58,Haploplax lentiginosus,Haploplax lentiginosus,7589,7611,11.60,2,NO_ANNOT,,,PartialExact,0,"Haploplax Pilsbry, 1894",Haploplax,urn:lsid:marinespecies.org:taxname:818303,9,WoRMS,
59,Chiton clypeus,Chiton clypeus,9617,9631,7.66,2,NO_ANNOT,,,Exact,0,"Chiton clypeus Blainville, 1825",Chiton clypeus,urn:lsid:marinespecies.org:taxname:1376582,9,WoRMS,
60,CALLISTOCHITON,Callistochiton,9715,9729,4.02,1,NO_ANNOT,,,Exact,0,"Callistochiton Carpenter [in Dall] , 1879",Callistochiton,7NRLD,1,Catalogue of Life,
61,Callistochiton antiquus,Callistochiton antiquus,9735,9758,9.81,2,NO_ANNOT,,,Exact,0,"Callistochiton antiquus (Reeve, 1847)",Callistochiton antiquus,697Z8,1,Catalogue of Life,
62,Plaxiphora petliolata,Plaxiphora petliolata,10186,10207,9.22,2,NO_ANNOT,,,PartialExact,0,"Plaxiphora Gray, 1847",Plaxiphora,87H2S,1,Catalogue of Life,
63,P. petholata,P. petholata,10557,10569,7.57,2,NO_ANNOT,,,NoMatch,,,,,,,,
64,ACANTHOCHITES,Acanthochites,10899,10912,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
65,Notoplax speriosa,Notoplax speriosa,13237,13254,6.29,2,NO_ANNOT,,,Fuzzy,1,"Notoplax speciosa (H. Adams, 1862)",Notoplax speciosa,47XW9,1,Catalogue of Life,
66,Hanleya variabilis,Hanleya variabilis,13340,13358,11.94,2,NO_ANNOT,,,Exact,0,"Hanleya variabilis H. Adams & Angas, 1864",Hanleya variabilis,6LBWD,1,Catalogue of Life,
67,Acanthochites,Acanthochites,13428,13441,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
68,Acanthochites,Acanthochites,13518,13531,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
69,Acanthochites,Acanthochites,13607,13620,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
70,Peron,Peron,13861,13866,3.62,1,NO_ANNOT,,,NoMatch,,,,,,,,
71,Molle,Molle,14040,14045,1.87,1,NO_ANNOT,,,Exact,0,Molle Mill.,Molle,5TD2S,1,Catalogue of Life,
72,Metinojjlax retrojectus,Metinojjlax retrojectus,14078,14101,6.31,2,NO_ANNOT,,,NoMatch,,,,,,,,
73,Loboplax,Loboplax,15818,15826,4.01,1,NO_ANNOT,,,Exact,0,"Loboplax Pilsbry, 1893",Loboplax,urn:lsid:marinespecies.org:taxname:582320,9,WoRMS,
74,Notoplax,Notoplax,16272,16280,4.01,1,NO_ANNOT,,,Exact,0,"Notoplax H. Adams, 1862",Notoplax,7P9Z8,1,Catalogue of Life,
75,Acanthochites.,Acanthochites,16310,16324,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
76,Loboplax costatus,Loboplax costatus,18334,18351,11.57,2,NO_ANNOT,,,PartialExact,0,"Loboplax Pilsbry, 1893",Loboplax,urn:lsid:marinespecies.org:taxname:582320,9,WoRMS,
77,A. costatus,A. costatus,18599,18610,7.23,2,NO_ANNOT,,,NoMatch,,,,,,,,
78,Acanthochites,Acanthochites,18760,18773,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
79,Meturoplax retrojectus,Meturoplax retrojectus,18774,18796,12.49,2,NO_ANNOT,,,PartialExact,0,"Meturoplax Pilsbry, 1894",Meturoplax,urn:lsid:irmng.org:taxname:1060853,181,IRMNG,
80,Sutural laminae,Sutural laminae,19971,19986,,2,NO_ANNOT,,,NoMatch,,,,,,,,
81,Acanthochites,Acanthochites,20683,20696,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
82,Acanthochites.,Acanthochites,20890,20904,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
83,A. retrojectus.,A. retrojectus,20910,20925,7.81,2,NO_ANNOT,,,NoMatch,,,,,,,,
84,Acanthochites,Acanthochites,20964,20977,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
85,Pallochiton,Pallochiton,20983,20994,3.47,1,NO_ANNOT,,,Exact,0,"Pallochiton Dall, 1879",Pallochiton,urn:lsid:marinespecies.org:taxname:385591,9,WoRMS,
86,Choneplax,Choneplax,21096,21105,4.18,1,NO_ANNOT,,,Exact,0,"Choneplax Carpenter MS, Dall, 1882",Choneplax,7NSS3,1,Catalogue of Life,
87,Acanthochites,Acanthochites,21169,21182,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
88,Molle,Molle,21966,21971,1.87,1,NO_ANNOT,,,Exact,0,Molle Mill.,Molle,5TD2S,1,Catalogue of Life,
89,Acanthochites,Acanthochites,22092,22105,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
90,Sutural laminae,Sutural laminae,23684,23699,,2,NO_ANNOT,,,NoMatch,,,,,,,,
91,Acanthochites granostriatus,Acanthochites granostriatus,24230,24257,12.07,2,NO_ANNOT,,,Exact,0,"Acanthochites granostriatus Pilsbry, 1894",Acanthochites granostriatus,64CFQ,1,Catalogue of Life,
92,Acanthochites,Acanthochites,26037,26050,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
93,Acanthochites,Acanthochites,28645,28658,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
94,Notoplax speciosus,Notoplax speciosus,28659,28677,11.11,2,NO_ANNOT,,,PartialExact,0,"Notoplax H. Adams, 1862",Notoplax,7P9Z8,1,Catalogue of Life,
95,Acanthochites,Acanthochites,29896,29909,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
96,Notoplax,Notoplax,29910,29918,4.01,1,NO_ANNOT,,,Exact,0,"Notoplax H. Adams, 1862",Notoplax,7P9Z8,1,Catalogue of Life,
97,Notoplax,Notoplax,32008,32016,4.01,1,NO_ANNOT,,,Exact,0,"Notoplax H. Adams, 1862",Notoplax,7P9Z8,1,Catalogue of Life,
98,A. speciosus,A. speciosus,32076,32088,6.77,2,NO_ANNOT,,,NoMatch,,,,,,,,
99,Notoplax,Notoplax,32128,32136,4.01,1,NO_ANNOT,,,Exact,0,"Notoplax H. Adams, 1862",Notoplax,7P9Z8,1,Catalogue of Life,
100,IhDilcva variabilis,Ihdilcva variabilis,32151,32170,4.52,2,NO_ANNOT,,,NoMatch,,,,,,,,
101,CRYPTOPLAX,Cryptoplax,33093,33103,4.35,1,NO_ANNOT,,,Exact,0,"Cryptoplax Blainville, 1818",Cryptoplax,7NTX7,1,Catalogue of Life,
102,Cryptoplax striatus,Cryptoplax striatus,33116,33135,11.91,2,NO_ANNOT,,,Exact,0,"Cryptoplax striatus (Lamarck, 1819)",Cryptoplax striatus,ZYW9,1,Catalogue of Life,
103,Chiton pelliserpentis,Chiton pelliserpentis,33523,33544,8.26,2,NO_ANNOT,,,Exact,0,"Chiton (Chiton) pelliserpentis Quoy & Gaimard, 1835",Chiton pelliserpentis,69TXS,1,Catalogue of Life,
104,Chiton muricatus,Chiton muricatus,33805,33821,8.81,2,NO_ANNOT,,,Exact,0,"Chiton muricatus A. Adams, 1852",Chiton muricatus,7QNC6,1,Catalogue of Life,
105,Chiton jugosus,Chiton jugosus,34299,34313,7.84,2,NO_ANNOT,,,Exact,0,"Chiton jugosus Gould, 1846",Chiton jugosus,7QNBB,1,Catalogue of Life,
106,Loricella,Loricella,36842,36851,6.20,1,NO_ANNOT,,,Exact,0,"Loricella Pilsbry, 1893",Loricella,7P7VF,1,Catalogue of Life,
107,Mopalia ciliata.,Mopalia ciliata,37067,37083,8.19,2,NO_ANNOT,,,Exact,0,"Mopalia ciliata (G. B. Sowerby II, 1840)",Mopalia ciliata,44BQC,1,Catalogue of Life,
108,Polyplacophora.,Polyplacophora,37296,37311,5.29,1,NO_ANNOT,,,Exact,0,"Polyplacophora Gray, 1821",Polyplacophora,7NF4T,1,Catalogue of Life,
109,Loricella,Loricella,37312,37321,6.20,1,NO_ANNOT,,,Exact,0,"Loricella Pilsbry, 1893",Loricella,7P7VF,1,Catalogue of Life,
110,LIOLOPHURA,Liolophura,37636,37646,5.65,1,NO_ANNOT,,,Exact,0,"Liolophura Pilsbry, 1893",Liolophura,7P7M5,1,Catalogue of Life,
111,Liolophura,Liolophura,37656,37666,5.65,1,NO_ANNOT,,,Exact,0,"Liolophura Pilsbry, 1893",Liolophura,7P7M5,1,Catalogue of Life,
112,Liolophura,Liolophura,37929,37939,5.65,1,NO_ANNOT,,,Exact,0,"Liolophura Pilsbry, 1893",Liolophura,7P7M5,1,Catalogue of Life,
113,L. curtisiana,L. curtisiana,38429,38442,6.88,2,NO_ANNOT,,,NoMatch,,,,,,,,
114,Gaimardi queenslandica,Gaimardi queenslandica,38520,38542,4.88,2,NO_ANNOT,,,NoMatch,,,,,,,,
115,ONITHOCHITON,Onithochiton,38928,38940,3.70,1,NO_ANNOT,,,Exact,0,"Onithochiton Gray, 1847",Onithochiton,7PB8T,1,Catalogue of Life,
116,Acanthochites,Acanthochites,40059,40072,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
117,Acanthochites,Acanthochites,40508,40521,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
118,Acanthochites,Acanthochites,40748,40761,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
119,Acanthochites,Acanthochites,41036,41049,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
120,Acanthochites,Acanthochites,41258,41271,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
121,Acanthochites,Acanthochites,41408,41421,4.00,1,NO_ANNOT,,,Exact,0,"Acanthochites Risso, 1826",Acanthochites,79034,3,ITIS,
122,Acanthochites retrojectus,Acanthochites retrojectus,41494,41519,12.14,2,NO_ANNOT,,,Exact,0,"Acanthochites (Meturoplax) retrojectus Pilsbry, 1894",Acanthochites retrojectus,64CDT,1,Catalogue of Life,
123,Acanthochites granostriatus,Acanthochites granostriatus,41588,41615,12.07,2,NO_ANNOT,,,Exact,0,"Acanthochites granostriatus Pilsbry, 1894",Acanthochites granostriatus,64CFQ,1,Catalogue of Life,
