Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,APHRODITA,Aphrodita,25,34,4.89,1,NO_ANNOT,,,Exact,0,"Aphrodita Linnaeus, 1758",Aphrodita,84LGS,1,Catalogue of Life,
1,Aphrodita aculeata,Aphrodita aculeata,119,137,12.63,2,NO_ANNOT,,,Exact,0,"Aphrodita aculeata Linnaeus, 1758",Aphrodita aculeata,FK98,1,Catalogue of Life,
2,A. aculeata,A. aculeata,606,617,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
3,A. aculeata,A. aculeata,929,940,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
4,A. aculeata,A. aculeata,1334,1345,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
5,A. aculeata,A. aculeata,1518,1529,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
6,A. hastata,A. hastata,1627,1637,7.21,2,NO_ANNOT,,,NoMatch,,,,,,,,
7,A. aculeata,A. aculeata,1672,1683,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
8,Aphrodita,Aphrodita,2117,2126,4.89,1,NO_ANNOT,,,Exact,0,"Aphrodita Linnaeus, 1758",Aphrodita,84LGS,1,Catalogue of Life,
9,A. aculeata,A. aculeata,2288,2299,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
10,A. aculeata,A. aculeata,2802,2813,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
11,A. hastata,A. hastata,2891,2901,7.21,2,NO_ANNOT,,,NoMatch,,,,,,,,
12,A. aculeata,A. aculeata,3048,3059,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
13,A. aculeata,A. aculeata,3297,3308,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
14,A. hastata,A. hastata,3335,3345,7.21,2,NO_ANNOT,,,NoMatch,,,,,,,,
15,A. hastata,A. hastata,3421,3431,7.21,2,NO_ANNOT,,,NoMatch,,,,,,,,
16,Aphrodita hastata,Aphrodita hastata,3527,3544,12.43,2,NO_ANNOT,,,Exact,0,"Aphrodita hastata Moore, 1905",Aphrodita hastata,67MPR,1,Catalogue of Life,
17,A. aculeata,A. aculeata,3717,3728,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
18,A. aculeata,A. aculeata,3893,3904,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
19,A. aculeata.,A. aculeata,5365,5377,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
20,A. aculeata,A. aculeata,5655,5666,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
21,A. aculeata.,A. aculeata,6019,6031,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
22,A. aculeata,A. aculeata,7749,7760,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
23,A. aculeata,A. aculeata,8087,8098,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
24,A. hastata,A. hastata,8146,8156,7.21,2,NO_ANNOT,,,NoMatch,,,,,,,,
25,A. aculeata,A. aculeata,8484,8495,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
26,A. hastata,A. hastata,8782,8792,7.21,2,NO_ANNOT,,,NoMatch,,,,,,,,
27,A. aculeata.,A. aculeata,10573,10585,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
28,A. aculeata,A. aculeata,10862,10873,7.41,2,NO_ANNOT,,,NoMatch,,,,,,,,
29,ORTHOPTERA,Orthoptera,11821,11831,5.31,1,NO_ANNOT,,,Exact,0,Orthoptera,Orthoptera,62294,1,Catalogue of Life,
30,LYCOS,Lycos,12425,12430,3.43,1,NO_ANNOT,,,Exact,0,"Lycos Boie, 1828",Lycos,urn:lsid:irmng.org:taxname:1387924,181,IRMNG,
