Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,Lopezia,Lopezia,236,243,4.74,1,NO_ANNOT,,,Exact,0,Lopezia Cav.,Lopezia,5GGC,1,Catalogue of Life,
1,Titis vinifera,Titis vinifera,278,292,3.70,2,NO_ANNOT,,,Fuzzy,1,Vitis vinifera L.,Vitis vinifera,5BM7B,1,Catalogue of Life,
2,Titis vinifera,Titis vinifera,340,354,3.70,2,NO_ANNOT,,,Fuzzy,1,Vitis vinifera L.,Vitis vinifera,5BM7B,1,Catalogue of Life,
3,Homoptera,Homoptera,400,409,5.15,1,NO_ANNOT,,,Exact,0,"Homoptera Boisduval in Guenée, 1852",Homoptera,urn:lsid:irmng.org:taxname:1405844,181,IRMNG,
4,Notes,Notes,435,440,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
5,Micropus,Micropus,444,452,5.73,1,NO_ANNOT,,,Exact,0,Micropus L.,Micropus,63B76,1,Catalogue of Life,
6,"Leucopterus,",Leucopterus,463,475,5.72,1,NO_ANNOT,,,Exact,0,"Leucopterus Fitzinger, 1863",Leucopterus,urn:lsid:irmng.org:taxname:1446118,181,IRMNG,
7,Insects,Insects,564,571,0.51,1,NO_ANNOT,,,Exact,0,Insects,Insects,3747023,168,ION,
8,Myriapoda,Myriapoda,857,866,3.57,1,NO_ANNOT,,,Exact,0,"Myriapoda Latreille, 1802",Myriapoda,urn:lsid:irmng.org:taxname:222,181,IRMNG,
9,Notes,Notes,875,880,2.52,1,NO_ANNOT,,,Exact,0,Notes,Notes,3950760,168,ION,
10,"Myriapoda,",Myriapoda,911,921,3.57,1,NO_ANNOT,,,Exact,0,"Myriapoda Latreille, 1802",Myriapoda,urn:lsid:irmng.org:taxname:222,181,IRMNG,
11,"HOMOPTERA,—",Homoptera,2503,2514,5.15,1,NO_ANNOT,,,Exact,0,"Homoptera Boisduval in Guenée, 1852",Homoptera,urn:lsid:irmng.org:taxname:1405844,181,IRMNG,
12,Monomera.),Monomera,2524,2534,4.98,1,NO_ANNOT,,,Exact,0,"Monomera Johnson, 1930",Monomera,urn:lsid:irmng.org:taxname:1424982,181,IRMNG,
13,"GLOBOSUM,",Globosum,3188,3197,5.19,1,NO_ANNOT,,,Exact,0,"Globosum White, 1844",Globosum,urn:lsid:irmng.org:taxname:1283484,181,IRMNG,
14,{Carya glabra.),Carya glabra,3248,3263,9.52,2,NO_ANNOT,,,Exact,0,Carya glabra (Mill.) Sweet,Carya glabra,RHS8,1,Catalogue of Life,
15,"Wings membranaceous,",Wings membranaceous,18483,18503,,2,NO_ANNOT,,,NoMatch,,,,,,,,
16,Viteus,Viteus,21491,21497,4.98,1,NO_ANNOT,,,Exact,0,"Viteus Shimer, 1867",Viteus,urn:lsid:irmng.org:taxname:1105232,181,IRMNG,
17,"[Portuld,ca oleracea,",Portuld�ca oleracea,25305,25326,4.32,2,NO_ANNOT,,,NoMatch,,,,,,,,
18,"{Canja ␤␤ glabra),",Canja glabra,27403,27421,2.12,2,NO_ANNOT,,,NoMatch,,,,,,,,
19,Coccida',Coccida,41563,41571,1.95,1,NO_ANNOT,,,Exact,0,Coccida,Coccida,3044690,168,ION,
20,Vitis cordifolia,Vitis cordifolia,42396,42412,12.29,2,NO_ANNOT,,,Exact,0,Vitis cordifolia (L.) Morales,Vitis cordifolia,5BLN6,1,Catalogue of Life,
21,"Simla morio,",Simla morio,46468,46480,1.50,2,NO_ANNOT,,,Fuzzy,1,Simia morio (Owen 1837),Simia morio,232350,172,PaleoBioDB,
22,"Troglodytes niger,",Troglodytes niger,46481,46499,4.30,2,NO_ANNOT,,,Exact,0,"Troglodytes niger É. Geoffroy Saint-Hilaire, 1812",Troglodytes niger,598TG,1,Catalogue of Life,
23,"Simla satyrus,",Simla satyrus,46504,46518,7.97,2,NO_ANNOT,,,Exact,0,Simla satyrus (Orang ),Simla satyrus,3099373,168,ION,
24,"Hylobates,",Hylobates,46523,46533,3.38,1,NO_ANNOT,,,Exact,0,"Hylobates Illiger, 1811",Hylobates,5237,1,Catalogue of Life,
25,"Semnopithecus,",Semnopithecus,46538,46552,6.78,1,NO_ANNOT,,,Exact,0,"Semnopithecus Desmarest, 1822",Semnopithecus,7FH7,1,Catalogue of Life,
26,"Cercopithecus,",Cercopithecus,46553,46567,6.78,1,NO_ANNOT,,,Exact,0,"Cercopithecus Linnaeus, 1758",Cercopithecus,3L2F,1,Catalogue of Life,
27,"Marsupialia,",Marsupialia,46627,46639,3.23,1,NO_ANNOT,,,Exact,0,"Marsupialia Illiger, 1811",Marsupialia,LQ,1,Catalogue of Life,
28,"Carnivora,",Carnivora,46649,46659,6.06,1,NO_ANNOT,,,Exact,0,"Carnivora Bowdich, 1821",Carnivora,VS,1,Catalogue of Life,
29,"Cetacea,",Cetacea,46672,46680,2.95,1,NO_ANNOT,,,Exact,0,"Cetacea Brisson, 1762",Cetacea,WP,1,Catalogue of Life,
30,"Tapirus,",Tapirus,46681,46689,5.01,1,NO_ANNOT,,,Exact,0,"Tapirus Brisson, 1762",Tapirus,7SQ4,1,Catalogue of Life,
